# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.064607 0.765513
0.080808 0.129214 1.515057
0.121212 0.193821 2.248632
0.161616 0.258428 2.966238
0.202020 0.323035 3.667875
0.242424 0.387641 4.353544
0.282828 0.452248 5.023243
0.323232 0.516855 5.676973
0.363636 0.581462 6.314735
0.404040 0.646069 6.936527
0.444444 0.710676 7.542351
0.484848 0.775283 8.132206
0.525253 0.839890 8.706091
0.565657 0.904497 9.264008
0.606061 0.969104 9.805956
0.646465 1.033710 10.331935
0.686869 1.098317 10.841945
0.727273 1.162924 11.335986
0.767677 1.227531 11.814058
0.808081 1.292138 12.276162
0.848485 1.356745 12.722296
0.888889 1.421352 13.152461
0.929293 1.485959 13.566658
0.969697 1.550566 13.964885
1.010101 1.615173 14.347144
1.050505 1.679780 14.713434
1.090909 1.744386 15.063754
1.131313 1.808993 15.398106
1.171717 1.873600 15.716489
1.212121 1.938207 16.018903
1.252525 2.002814 16.305348
1.292929 2.067421 16.575824
1.333333 2.132028 16.830331
1.373737 2.196635 17.068869
1.414141 2.261242 17.291439
1.454545 2.325849 17.498039
1.494949 2.390456 17.688671
1.535354 2.455062 17.863333
1.575758 2.519669 18.022027
1.616162 2.584276 18.164751
1.656566 2.648883 18.291507
1.696970 2.713490 18.402294
1.737374 2.778097 18.497112
1.777778 2.842704 18.575961
1.818182 2.907311 18.638841
1.858586 2.971918 18.685752
1.898990 3.036525 18.716694
1.939394 3.101131 18.731667
1.979798 3.165738 18.730671
2.020202 3.230345 18.713707
2.060606 3.294952 18.680773
2.101010 3.359559 18.631871
2.141414 3.424166 18.566999
2.181818 3.488773 18.486159
2.222222 3.553380 18.389350
2.262626 3.617987 18.276572
2.303030 3.682594 18.147824
2.343434 3.747201 18.003108
2.383838 3.811807 17.842423
2.424242 3.876414 17.665769
2.464646 3.941021 17.473146
2.505051 4.005628 17.264555
2.545455 4.070235 17.039994
2.585859 4.134842 16.799464
2.626263 4.199449 16.542966
2.666667 4.264056 16.270498
2.707071 4.328663 15.982062
2.747475 4.393270 15.677656
2.787879 4.457877 15.357282
2.828283 4.522483 15.020939
2.868687 4.587090 14.668627
2.909091 4.651697 14.300346
2.949495 4.716304 13.916096
2.989899 4.780911 13.515877
3.030303 4.845518 13.099689
3.070707 4.910125 12.667532
3.111111 4.974732 12.219406
3.151515 5.039339 11.755312
3.191919 5.103946 11.275248
3.232323 5.168552 10.779215
3.272727 5.233159 10.267214
3.313131 5.297766 9.739244
3.353535 5.362373 9.195304
3.393939 5.426980 8.635396
3.434343 5.491587 8.059519
3.474747 5.556194 7.467673
3.515152 5.620801 6.859858
3.555556 5.685408 6.236074
3.595960 5.750015 5.596321
3.636364 5.814622 4.940599
3.676768 5.879228 4.268908
3.717172 5.943835 3.581249
3.757576 6.008442 2.877620
3.797980 6.073049 2.158023
3.838384 6.137656 1.422456
3.878788 6.202263 0.670921
3.919192 6.266870 -0.096584
3.959596 6.331477 -0.880057
4.000000 6.396084 -1.679499
