# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.103519 1.027772
0.080808 0.207039 2.039578
0.121212 0.310558 3.035417
0.161616 0.414078 4.015289
0.202020 0.517597 4.979194
0.242424 0.621117 5.927133
0.282828 0.724636 6.859105
0.323232 0.828155 7.775110
0.363636 0.931675 8.675148
0.404040 1.035194 9.559220
0.444444 1.138714 10.427325
0.484848 1.242233 11.279464
0.525253 1.345753 12.115636
0.565657 1.449272 12.935841
0.606061 1.552791 13.740079
0.646465 1.656311 14.528351
0.686869 1.759830 15.300655
0.727273 1.863350 16.056994
0.767677 1.966869 16.797365
0.808081 2.070388 17.521770
0.848485 2.173908 18.230208
0.888889 2.277427 18.922679
0.929293 2.380947 19.599184
0.969697 2.484466 20.259722
1.010101 2.587986 20.904293
1.050505 2.691505 21.532898
1.090909 2.795024 22.145536
1.131313 2.898544 22.742207
1.171717 3.002063 23.322911
1.212121 3.105583 23.887649
1.252525 3.209102 24.436420
1.292929 3.312622 24.969224
1.333333 3.416141 25.486062
1.373737 3.519660 25.986932
1.414141 3.623180 26.471837
1.454545 3.726699 26.940774
1.494949 3.830219 27.393745
1.535354 3.933738 27.830749
1.575758 4.037258 28.251786
1.616162 4.140777 28.656857
1.656566 4.244296 29.045961
1.696970 4.347816 29.419098
1.737374 4.451335 29.776268
1.777778 4.554855 30.117472
1.818182 4.658374 30.442709
1.858586 4.761894 30.751980
1.898990 4.865413 31.045283
1.939394 4.968932 31.322620
1.979798 5.072452 31.583990
2.020202 5.175971 31.829394
2.060606 5.279491 32.058831
2.101010 5.383010 32.272301
2.141414 5.486529 32.469804
2.181818 5.590049 32.651341
2.222222 5.693568 32.816911
2.262626 5.797088 32.966514
2.303030 5.900607 33.100151
2.343434 6.004127 33.217821
2.383838 6.107646 33.319524
2.424242 6.211165 33.405261
2.464646 6.314685 33.475030
2.505051 6.418204 33.528833
2.545455 6.521724 33.566670
2.585859 6.625243 33.588539
2.626263 6.728763 33.594442
2.666667 6.832282 33.584378
2.707071 6.935801 33.558348
2.747475 7.039321 33.516351
2.787879 7.142840 33.458387
2.828283 7.246360 33.384456
2.868687 7.349879 33.294559
2.909091 7.453399 33.188695
2.949495 7.556918 33.066864
2.989899 7.660437 32.929067
3.030303 7.763957 32.775303
3.070707 7.867476 32.605572
3.111111 7.970996 32.419874
3.151515 8.074515 32.218210
3.191919 8.178035 32.000579
3.232323 8.281554 31.766981
3.272727 8.385073 31.517417
3.313131 8.488593 31.251886
3.353535 8.592112 30.970388
3.393939 8.695632 30.672923
3.434343 8.799151 30.359492
3.474747 8.902670 30.030094
3.515152 9.006190 29.684730
3.555556 9.109709 29.323398
3.595960 9.213229 28.946100
3.636364 9.316748 28.552835
3.676768 9.420268 28.143604
3.717172 9.523787 27.718406
3.757576 9.627306 27.277241
3.797980 9.730826 26.820109
3.838384 9.834345 26.347011
3.878788 9.937865 25.857946
3.919192 10.041384 25.352914
3.959596 10.144904 24.831916
4.000000 10.248423 24.294951
