# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.102249 0.602884
0.080808 0.204499 1.189671
0.121212 0.306748 1.760361
0.161616 0.408997 2.314954
0.202020 0.511246 2.853449
0.242424 0.613496 3.375848
0.282828 0.715745 3.882149
0.323232 0.817994 4.372354
0.363636 0.920244 4.846461
0.404040 1.022493 5.304471
0.444444 1.124742 5.746384
0.484848 1.226992 6.172200
0.525253 1.329241 6.581919
0.565657 1.431490 6.975540
0.606061 1.533739 7.353065
0.646465 1.635989 7.714492
0.686869 1.738238 8.059823
0.727273 1.840487 8.389056
0.767677 1.942737 8.702192
0.808081 2.044986 8.999231
0.848485 2.147235 9.280173
0.888889 2.249485 9.545018
0.929293 2.351734 9.793766
0.969697 2.453983 10.026416
1.010101 2.556232 10.242970
1.050505 2.658482 10.443426
1.090909 2.760731 10.627786
1.131313 2.862980 10.796048
1.171717 2.965230 10.948213
1.212121 3.067479 11.084281
1.252525 3.169728 11.204252
1.292929 3.271978 11.308126
1.333333 3.374227 11.395903
1.373737 3.476476 11.467582
1.414141 3.578725 11.523165
1.454545 3.680975 11.562650
1.494949 3.783224 11.586039
1.535354 3.885473 11.593330
1.575758 3.987723 11.584524
1.616162 4.089972 11.559621
1.656566 4.192221 11.518621
1.696970 4.294471 11.461523
1.737374 4.396720 11.388329
1.777778 4.498969 11.299038
1.818182 4.601218 11.193649
1.858586 4.703468 11.072163
1.898990 4.805717 10.934581
1.939394 4.907966 10.780901
1.979798 5.010216 10.611124
2.020202 5.112465 10.425250
2.060606 5.214714 10.223279
2.101010 5.316964 10.005210
2.141414 5.419213 9.771045
2.181818 5.521462 9.520783
2.222222 5.623711 9.254423
2.262626 5.725961 8.971966
2.303030 5.828210 8.673413
2.343434 5.930459 8.358762
2.383838 6.032709 8.028014
2.424242 6.134958 7.681169
2.464646 6.237207 7.318226
2.505051 6.339457 6.939187
2.545455 6.441706 6.544051
2.585859 6.543955 6.132817
2.626263 6.646204 5.705486
2.666667 6.748454 5.262059
2.707071 6.850703 4.802534
2.747475 6.952952 4.326912
2.787879 7.055202 3.835193
2.828283 7.157451 3.327377
2.868687 7.259700 2.803464
2.909091 7.361950 2.263453
2.949495 7.464199 1.707346
2.989899 7.566448 1.135141
3.030303 7.668697 0.546839
3.070707 7.770947 -0.057559
3.111111 7.873196 -0.678055
3.151515 7.975445 -1.314648
3.191919 8.077695 -1.967338
3.232323 8.179944 -2.636125
3.272727 8.282193 -3.321010
3.313131 8.384443 -4.021991
3.353535 8.486692 -4.739070
3.393939 8.588941 -5.472245
3.434343 8.691190 -6.221518
3.474747 8.793440 -6.986888
3.515152 8.895689 -7.768355
3.555556 8.997938 -8.565919
3.595960 9.100188 -9.379580
3.636364 9.202437 -10.209338
3.676768 9.304686 -11.055193
3.717172 9.406936 -11.917146
3.757576 9.509185 -12.795195
3.797980 9.611434 -13.689342
3.838384 9.713683 -14.599586
3.878788 9.815933 -15.525927
3.919192 9.918182 -16.468365
3.959596 10.020431 -17.426900
4.000000 10.122681 -18.401532
