# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.075688 0.508466
0.080808 0.151377 1.001055
0.121212 0.227065 1.477768
0.161616 0.302753 1.938603
0.202020 0.378442 2.383562
0.242424 0.454130 2.812644
0.282828 0.529818 3.225850
0.323232 0.605507 3.623179
0.363636 0.681195 4.004630
0.404040 0.756883 4.370206
0.444444 0.832572 4.719904
0.484848 0.908260 5.053726
0.525253 0.983948 5.371671
0.565657 1.059637 5.673739
0.606061 1.135325 5.959930
0.646465 1.211013 6.230245
0.686869 1.286702 6.484683
0.727273 1.362390 6.723244
0.767677 1.438078 6.945928
0.808081 1.513767 7.152736
0.848485 1.589455 7.343667
0.888889 1.665143 7.518721
0.929293 1.740832 7.677898
0.969697 1.816520 7.821199
1.010101 1.892208 7.948622
1.050505 1.967897 8.060169
1.090909 2.043585 8.155840
1.131313 2.119273 8.235633
1.171717 2.194962 8.299550
1.212121 2.270650 8.347590
1.252525 2.346338 8.379753
1.292929 2.422027 8.396040
1.333333 2.497715 8.396450
1.373737 2.573404 8.380983
1.414141 2.649092 8.349639
1.454545 2.724780 8.302418
1.494949 2.800469 8.239321
1.535354 2.876157 8.160347
1.575758 2.951845 8.065496
1.616162 3.027534 7.954769
1.656566 3.103222 7.828165
1.696970 3.178910 7.685684
1.737374 3.254599 7.527326
1.777778 3.330287 7.353091
1.818182 3.405975 7.162980
1.858586 3.481664 6.956992
1.898990 3.557352 6.735127
1.939394 3.633040 6.497385
1.979798 3.708729 6.243767
2.020202 3.784417 5.974272
2.060606 3.860105 5.688900
2.101010 3.935794 5.387652
2.141414 4.011482 5.070526
2.181818 4.087170 4.737524
2.222222 4.162859 4.388645
2.262626 4.238547 4.023890
2.303030 4.314235 3.643257
2.343434 4.389924 3.246748
2.383838 4.465612 2.834362
2.424242 4.541300 2.406100
2.464646 4.616989 1.961960
2.505051 4.692677 1.501944
2.545455 4.768365 1.026051
2.585859 4.844054 0.534282
2.626263 4.919742 0.026635
2.666667 4.995430 -0.496888
2.707071 5.071119 -1.036288
2.747475 5.146807 -1.591565
2.787879 5.222495 -2.162718
2.828283 5.298184 -2.749748
2.868687 5.373872 -3.352655
2.909091 5.449560 -3.971439
2.949495 5.525249 -4.606100
2.989899 5.600937 -5.256637
3.030303 5.676625 -5.923051
3.070707 5.752314 -6.605341
3.111111 5.828002 -7.303509
3.151515 5.903690 -8.017553
3.191919 5.979379 -8.747474
3.232323 6.055067 -9.493272
3.272727 6.130755 -10.254947
3.313131 6.206444 -11.032498
3.353535 6.282132 -11.825926
3.393939 6.357820 -12.635231
3.434343 6.433509 -13.460412
3.474747 6.509197 -14.301471
3.515152 6.584885 -15.158406
3.555556 6.660574 -16.031217
3.595960 6.736262 -16.919906
3.636364 6.811950 -17.824471
3.676768 6.887639 -18.744913
3.717172 6.963327 -19.681232
3.757576 7.039015 -20.633428
3.797980 7.114704 -21.601500
3.838384 7.190392 -22.585449
3.878788 7.266081 -23.585275
3.919192 7.341769 -24.600978
3.959596 7.417457 -25.632557
4.000000 7.493146 -26.680013
