# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.059469 1.007830
0.080808 0.118937 1.999776
0.121212 0.178406 2.975839
0.161616 0.237874 3.936018
0.202020 0.297343 4.880313
0.242424 0.356811 5.808725
0.282828 0.416280 6.721253
0.323232 0.475749 7.617898
0.363636 0.535217 8.498659
0.404040 0.594686 9.363537
0.444444 0.654154 10.212531
0.484848 0.713623 11.045641
0.525253 0.773091 11.862868
0.565657 0.832560 12.664211
0.606061 0.892028 13.449671
0.646465 0.951497 14.219247
0.686869 1.010966 14.972939
0.727273 1.070434 15.710748
0.767677 1.129903 16.432674
0.808081 1.189371 17.138715
0.848485 1.248840 17.828873
0.888889 1.308308 18.503148
0.929293 1.367777 19.161539
0.969697 1.427246 19.804046
1.010101 1.486714 20.430670
1.050505 1.546183 21.041410
1.090909 1.605651 21.636267
1.131313 1.665120 22.215240
1.171717 1.724588 22.778330
1.212121 1.784057 23.325535
1.252525 1.843526 23.856858
1.292929 1.902994 24.372297
1.333333 1.962463 24.871852
1.373737 2.021931 25.355523
1.414141 2.081400 25.823311
1.454545 2.140868 26.275216
1.494949 2.200337 26.711236
1.535354 2.259805 27.131374
1.575758 2.319274 27.535627
1.616162 2.378743 27.923997
1.656566 2.438211 28.296484
1.696970 2.497680 28.653087
1.737374 2.557148 28.993806
1.777778 2.616617 29.318642
1.818182 2.676085 29.627594
1.858586 2.735554 29.920662
1.898990 2.795023 30.197847
1.939394 2.854491 30.459149
1.979798 2.913960 30.704567
2.020202 2.973428 30.934101
2.060606 3.032897 31.147751
2.101010 3.092365 31.345518
2.141414 3.151834 31.527402
2.181818 3.211303 31.693402
2.222222 3.270771 31.843518
2.262626 3.330240 31.977751
2.303030 3.389708 32.096100
2.343434 3.449177 32.198565
2.383838 3.508645 32.285147
2.424242 3.568114 32.355846
2.464646 3.627583 32.410661
2.505051 3.687051 32.449592
2.545455 3.746520 32.472639
2.585859 3.805988 32.479804
2.626263 3.865457 32.471084
2.666667 3.924925 32.446481
2.707071 3.984394 32.405994
2.747475 4.043862 32.349624
2.787879 4.103331 32.277370
2.828283 4.162800 32.189233
2.868687 4.222268 32.085212
2.909091 4.281737 31.965307
2.949495 4.341205 31.829519
2.989899 4.400674 31.677847
3.030303 4.460142 31.510292
3.070707 4.519611 31.326853
3.111111 4.579080 31.127530
3.151515 4.638548 30.912324
3.191919 4.698017 30.681234
3.232323 4.757485 30.434261
3.272727 4.816954 30.171404
3.313131 4.876422 29.892664
3.353535 4.935891 29.598040
3.393939 4.995360 29.287532
3.434343 5.054828 28.961141
3.474747 5.114297 28.618866
3.515152 5.173765 28.260708
3.555556 5.233234 27.886666
3.595960 5.292702 27.496740
3.636364 5.352171 27.090931
3.676768 5.411639 26.669238
3.717172 5.471108 26.231662
3.757576 5.530577 25.778202
3.797980 5.590045 25.308859
3.838384 5.649514 24.823632
3.878788 5.708982 24.322521
3.919192 5.768451 23.805527
3.959596 5.827919 23.272649
4.000000 5.887388 22.723888
