# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.033032 0.588402
0.080808 0.066063 1.160897
0.121212 0.099095 1.717486
0.161616 0.132127 2.258169
0.202020 0.165158 2.782946
0.242424 0.198190 3.291816
0.282828 0.231222 3.784780
0.323232 0.264253 4.261838
0.363636 0.297285 4.722989
0.404040 0.330317 5.168234
0.444444 0.363348 5.597573
0.484848 0.396380 6.011005
0.525253 0.429412 6.408531
0.565657 0.462443 6.790151
0.606061 0.495475 7.155865
0.646465 0.528507 7.505672
0.686869 0.561538 7.839573
0.727273 0.594570 8.157568
0.767677 0.627601 8.459656
0.808081 0.660633 8.745838
0.848485 0.693665 9.016114
0.888889 0.726696 9.270483
0.929293 0.759728 9.508946
0.969697 0.792760 9.731503
1.010101 0.825791 9.938153
1.050505 0.858823 10.128898
1.090909 0.891855 10.303735
1.131313 0.924886 10.462667
1.171717 0.957918 10.605692
1.212121 0.990950 10.732811
1.252525 1.023981 10.844024
1.292929 1.057013 10.939330
1.333333 1.090045 11.018730
1.373737 1.123076 11.082224
1.414141 1.156108 11.129812
1.454545 1.189140 11.161493
1.494949 1.222171 11.177268
1.535354 1.255203 11.177136
1.575758 1.288235 11.161098
1.616162 1.321266 11.129154
1.656566 1.354298 11.081304
1.696970 1.387330 11.017547
1.737374 1.420361 10.937884
1.777778 1.453393 10.842315
1.818182 1.486425 10.730839
1.858586 1.519456 10.603458
1.898990 1.552488 10.460169
1.939394 1.585520 10.300975
1.979798 1.618551 10.125874
2.020202 1.651583 9.934867
2.060606 1.684615 9.727954
2.101010 1.717646 9.505134
2.141414 1.750678 9.266408
2.181818 1.783709 9.011776
2.222222 1.816741 8.741237
2.262626 1.849773 8.454792
2.303030 1.882804 8.152441
2.343434 1.915836 7.834183
2.383838 1.948868 7.500019
2.424242 1.981899 7.149949
2.464646 2.014931 6.783973
2.505051 2.047963 6.402090
2.545455 2.080994 6.004301
2.585859 2.114026 5.590606
2.626263 2.147058 5.161004
2.666667 2.180089 4.715496
2.707071 2.213121 4.254082
2.747475 2.246153 3.776761
2.787879 2.279184 3.283534
2.828283 2.312216 2.774401
2.868687 2.345248 2.249362
2.909091 2.378279 1.708416
2.949495 2.411311 1.151564
2.989899 2.444343 0.578806
3.030303 2.477374 -0.009859
3.070707 2.510406 -0.614430
3.111111 2.543438 -1.234907
3.151515 2.576469 -1.871291
3.191919 2.609501 -2.523581
3.232323 2.642533 -3.191777
3.272727 2.675564 -3.875880
3.313131 2.708596 -4.575888
3.353535 2.741628 -5.291803
3.393939 2.774659 -6.023625
3.434343 2.807691 -6.771353
3.474747 2.840722 -7.534987
3.515152 2.873754 -8.314527
3.555556 2.906786 -9.109974
3.595960 2.939817 -9.921327
3.636364 2.972849 -10.748586
3.676768 3.005881 -11.591751
3.717172 3.038912 -12.450823
3.757576 3.071944 -13.325801
3.797980 3.104976 -14.216686
3.838384 3.138007 -15.123476
3.878788 3.171039 -16.046174
3.919192 3.204071 -16.984777
3.959596 3.237102 -17.939287
4.000000 3.270134 -18.909703
