# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.027935 0.940312
0.080808 0.055871 1.864682
0.121212 0.083806 2.773110
0.161616 0.111741 3.665597
0.202020 0.139676 4.542141
0.242424 0.167612 5.402743
0.282828 0.195547 6.247403
0.323232 0.223482 7.076121
0.363636 0.251418 7.888897
0.404040 0.279353 8.685731
0.444444 0.307288 9.466623
0.484848 0.335224 10.231573
0.525253 0.363159 10.980581
0.565657 0.391094 11.713647
0.606061 0.419029 12.430771
0.646465 0.446965 13.131953
0.686869 0.474900 13.817193
0.727273 0.502835 14.486491
0.767677 0.530771 15.139847
0.808081 0.558706 15.777261
0.848485 0.586641 16.398733
0.888889 0.614577 17.004263
0.929293 0.642512 17.593851
0.969697 0.670447 18.167497
1.010101 0.698382 18.725201
1.050505 0.726318 19.266963
1.090909 0.754253 19.792783
1.131313 0.782188 20.302661
1.171717 0.810124 20.796597
1.212121 0.838059 21.274591
1.252525 0.865994 21.736642
1.292929 0.893930 22.182752
1.333333 0.921865 22.612920
1.373737 0.949800 23.027146
1.414141 0.977735 23.425430
1.454545 1.005671 23.807772
1.494949 1.033606 24.174172
1.535354 1.061541 24.524629
1.575758 1.089477 24.859145
1.616162 1.117412 25.177719
1.656566 1.145347 25.480351
1.696970 1.173283 25.767041
1.737374 1.201218 26.037788
1.777778 1.229153 26.292594
1.818182 1.257088 26.531458
1.858586 1.285024 26.754380
1.898990 1.312959 26.961360
1.939394 1.340894 27.152397
1.979798 1.368830 27.327493
2.020202 1.396765 27.486647
2.060606 1.424700 27.629858
2.101010 1.452636 27.757128
2.141414 1.480571 27.868456
2.181818 1.508506 27.963842
2.222222 1.536441 28.043285
2.262626 1.564377 28.106787
2.303030 1.592312 28.154347
2.343434 1.620247 28.185964
2.383838 1.648183 28.201640
2.424242 1.676118 28.201374
2.464646 1.704053 28.185165
2.505051 1.731989 28.153015
2.545455 1.759924 28.104922
2.585859 1.787859 28.040888
2.626263 1.815794 27.960912
2.666667 1.843730 27.864993
2.707071 1.871665 27.753133
2.747475 1.899600 27.625330
2.787879 1.927536 27.481586
2.828283 1.955471 27.321899
2.868687 1.983406 27.146271
2.909091 2.011342 26.954701
2.949495 2.039277 26.747188
2.989899 2.067212 26.523734
3.030303 2.095147 26.284337
3.070707 2.123083 26.028999
3.111111 2.151018 25.757718
3.151515 2.178953 25.470496
3.191919 2.206889 25.167331
3.232323 2.234824 24.848225
3.272727 2.262759 24.513176
3.313131 2.290695 24.162185
3.353535 2.318630 23.795253
3.393939 2.346565 23.412378
3.434343 2.374500 23.013562
3.474747 2.402436 22.598803
3.515152 2.430371 22.168103
3.555556 2.458306 21.721460
3.595960 2.486242 21.258875
3.636364 2.514177 20.780349
3.676768 2.542112 20.285880
3.717172 2.570048 19.775469
3.757576 2.597983 19.249117
3.797980 2.625918 18.706822
3.838384 2.653853 18.148586
3.878788 2.681789 17.574407
3.919192 2.709724 16.984286
3.959596 2.737659 16.378223
4.000000 2.765595 15.756219
