# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.030521 1.021137
0.080808 0.061043 2.026334
0.121212 0.091564 3.015590
0.161616 0.122085 3.988905
0.202020 0.152607 4.946280
0.242424 0.183128 5.887715
0.282828 0.213649 6.813209
0.323232 0.244171 7.722762
0.363636 0.274692 8.616375
0.404040 0.305213 9.494048
0.444444 0.335735 10.355779
0.484848 0.366256 11.201571
0.525253 0.396777 12.031422
0.565657 0.427299 12.845332
0.606061 0.457820 13.643302
0.646465 0.488341 14.425332
0.686869 0.518862 15.191421
0.727273 0.549384 15.941569
0.767677 0.579905 16.675777
0.808081 0.610426 17.394045
0.848485 0.640948 18.096371
0.888889 0.671469 18.782758
0.929293 0.701990 19.453204
0.969697 0.732512 20.107709
1.010101 0.763033 20.746274
1.050505 0.793554 21.368898
1.090909 0.824076 21.975582
1.131313 0.854597 22.566326
1.171717 0.885118 23.141129
1.212121 0.915640 23.699991
1.252525 0.946161 24.242913
1.292929 0.976682 24.769894
1.333333 1.007204 25.280935
1.373737 1.037725 25.776036
1.414141 1.068246 26.255195
1.454545 1.098768 26.718415
1.494949 1.129289 27.165694
1.535354 1.159810 27.597032
1.575758 1.190332 28.012430
1.616162 1.220853 28.411887
1.656566 1.251374 28.795404
1.696970 1.281896 29.162980
1.737374 1.312417 29.514616
1.777778 1.342938 29.850311
1.818182 1.373460 30.170066
1.858586 1.403981 30.473880
1.898990 1.434502 30.761754
1.939394 1.465024 31.033688
1.979798 1.495545 31.289680
2.020202 1.526066 31.529733
2.060606 1.556587 31.753844
2.101010 1.587109 31.962016
2.141414 1.617630 32.154246
2.181818 1.648151 32.330537
2.222222 1.678673 32.490886
2.262626 1.709194 32.635296
2.303030 1.739715 32.763764
2.343434 1.770237 32.876293
2.383838 1.800758 32.972880
2.424242 1.831279 33.053528
2.464646 1.861801 33.118234
2.505051 1.892322 33.167001
2.545455 1.922843 33.199826
2.585859 1.953365 33.216711
2.626263 1.983886 33.217656
2.666667 2.014407 33.202660
2.707071 2.044929 33.171724
2.747475 2.075450 33.124847
2.787879 2.105971 33.062030
2.828283 2.136493 32.983272
2.868687 2.167014 32.888574
2.909091 2.197535 32.777935
2.949495 2.228057 32.651356
2.989899 2.258578 32.508836
3.030303 2.289099 32.350375
3.070707 2.319621 32.175975
3.111111 2.350142 31.985633
3.151515 2.380663 31.779351
3.191919 2.411185 31.557129
3.232323 2.441706 31.318966
3.272727 2.472227 31.064863
3.313131 2.502749 30.794819
3.353535 2.533270 30.508834
3.393939 2.563791 30.206910
3.434343 2.594312 29.889044
3.474747 2.624834 29.555238
3.515152 2.655355 29.205492
3.555556 2.685876 28.839805
3.595960 2.716398 28.458178
3.636364 2.746919 28.060610
3.676768 2.777440 27.647101
3.717172 2.807962 27.217652
3.757576 2.838483 26.772263
3.797980 2.869004 26.310933
3.838384 2.899526 25.833662
3.878788 2.930047 25.340452
3.919192 2.960568 24.831300
3.959596 2.991090 24.306208
4.000000 3.021611 23.765176
