# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.024435 1.002128
0.080808 0.048869 1.988255
0.121212 0.073304 2.958384
0.161616 0.097739 3.912512
0.202020 0.122173 4.850641
0.242424 0.146608 5.772770
0.282828 0.171043 6.678899
0.323232 0.195477 7.569029
0.363636 0.219912 8.443159
0.404040 0.244346 9.301289
0.444444 0.268781 10.143420
0.484848 0.293216 10.969551
0.525253 0.317650 11.779682
0.565657 0.342085 12.573814
0.606061 0.366520 13.351945
0.646465 0.390954 14.114078
0.686869 0.415389 14.860210
0.727273 0.439824 15.590343
0.767677 0.464258 16.304476
0.808081 0.488693 17.002609
0.848485 0.513128 17.684743
0.888889 0.537562 18.350877
0.929293 0.561997 19.001011
0.969697 0.586431 19.635146
1.010101 0.610866 20.253281
1.050505 0.635301 20.855416
1.090909 0.659735 21.441552
1.131313 0.684170 22.011688
1.171717 0.708605 22.565824
1.212121 0.733039 23.103960
1.252525 0.757474 23.626097
1.292929 0.781909 24.132234
1.333333 0.806343 24.622372
1.373737 0.830778 25.096510
1.414141 0.855213 25.554648
1.454545 0.879647 25.996786
1.494949 0.904082 26.422925
1.535354 0.928517 26.833064
1.575758 0.952951 27.227203
1.616162 0.977386 27.605343
1.656566 1.001820 27.967482
1.696970 1.026255 28.313623
1.737374 1.050690 28.643763
1.777778 1.075124 28.957904
1.818182 1.099559 29.256045
1.858586 1.123994 29.538187
1.898990 1.148428 29.804328
1.939394 1.172863 30.054470
1.979798 1.197298 30.288613
2.020202 1.221732 30.506756
2.060606 1.246167 30.708899
2.101010 1.270602 30.895042
2.141414 1.295036 31.065185
2.181818 1.319471 31.219329
2.222222 1.343905 31.357474
2.262626 1.368340 31.479618
2.303030 1.392775 31.585763
2.343434 1.417209 31.675908
2.383838 1.441644 31.750054
2.424242 1.466079 31.808200
2.464646 1.490513 31.850346
2.505051 1.514948 31.876492
2.545455 1.539383 31.886639
2.585859 1.563817 31.880786
2.626263 1.588252 31.858933
2.666667 1.612687 31.821081
2.707071 1.637121 31.767229
2.747475 1.661556 31.697377
2.787879 1.685990 31.611526
2.828283 1.710425 31.509674
2.868687 1.734860 31.391824
2.909091 1.759294 31.257973
2.949495 1.783729 31.108123
2.989899 1.808164 30.942273
3.030303 1.832598 30.760424
3.070707 1.857033 30.562574
3.111111 1.881468 30.348725
3.151515 1.905902 30.118877
3.191919 1.930337 29.873028
3.232323 1.954772 29.611180
3.272727 1.979206 29.333333
3.313131 2.003641 29.039485
3.353535 2.028076 28.729638
3.393939 2.052510 28.403791
3.434343 2.076945 28.061945
3.474747 2.101379 27.704099
3.515152 2.125814 27.330253
3.555556 2.150249 26.940407
3.595960 2.174683 26.534562
3.636364 2.199118 26.112717
3.676768 2.223553 25.674873
3.717172 2.247987 25.221028
3.757576 2.272422 24.751184
3.797980 2.296857 24.265341
3.838384 2.321291 23.763497
3.878788 2.345726 23.245654
3.919192 2.370161 22.711812
3.959596 2.394595 22.161969
4.000000 2.419030 21.596127
