# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.021943 0.797168
0.080808 0.043886 1.578426
0.121212 0.065828 2.343772
0.161616 0.087771 3.093207
0.202020 0.109714 3.826731
0.242424 0.131657 4.544344
0.282828 0.153599 5.246045
0.323232 0.175542 5.931836
0.363636 0.197485 6.601715
0.404040 0.219428 7.255684
0.444444 0.241371 7.893741
0.484848 0.263313 8.515887
0.525253 0.285256 9.122122
0.565657 0.307199 9.712446
0.606061 0.329142 10.286858
0.646465 0.351084 10.845360
0.686869 0.373027 11.387951
0.727273 0.394970 11.914630
0.767677 0.416913 12.425398
0.808081 0.438856 12.920256
0.848485 0.460798 13.399202
0.888889 0.482741 13.862237
0.929293 0.504684 14.309360
0.969697 0.526627 14.740573
1.010101 0.548569 15.155875
1.050505 0.570512 15.555265
1.090909 0.592455 15.938745
1.131313 0.614398 16.306313
1.171717 0.636341 16.657970
1.212121 0.658283 16.993716
1.252525 0.680226 17.313551
1.292929 0.702169 17.617475
1.333333 0.724112 17.905487
1.373737 0.746054 18.177589
1.414141 0.767997 18.433779
1.454545 0.789940 18.674059
1.494949 0.811883 18.898427
1.535354 0.833826 19.106884
1.575758 0.855768 19.299430
1.616162 0.877711 19.476065
1.656566 0.899654 19.636789
1.696970 0.921597 19.781601
1.737374 0.943539 19.910503
1.777778 0.965482 20.023493
1.818182 0.987425 20.120573
1.858586 1.009368 20.201741
1.898990 1.031311 20.266998
1.939394 1.053253 20.316344
1.979798 1.075196 20.349779
2.020202 1.097139 20.367302
2.060606 1.119082 20.368915
2.101010 1.141024 20.354616
2.141414 1.162967 20.324407
2.181818 1.184910 20.278286
2.222222 1.206853 20.216254
2.262626 1.228796 20.138311
2.303030 1.250738 20.044457
2.343434 1.272681 19.934692
2.383838 1.294624 19.809016
2.424242 1.316567 19.667428
2.464646 1.338509 19.509930
2.505051 1.360452 19.336520
2.545455 1.382395 19.147199
2.585859 1.404338 18.941967
2.626263 1.426281 18.720824
2.666667 1.448223 18.483770
2.707071 1.470166 18.230805
2.747475 1.492109 17.961929
2.787879 1.514052 17.677141
2.828283 1.535994 17.376443
2.868687 1.557937 17.059833
2.909091 1.579880 16.727312
2.949495 1.601823 16.378880
2.989899 1.623766 16.014537
3.030303 1.645708 15.634283
3.070707 1.667651 15.238118
3.111111 1.689594 14.826041
3.151515 1.711537 14.398054
3.191919 1.733479 13.954155
3.232323 1.755422 13.494345
3.272727 1.777365 13.018625
3.313131 1.799308 12.526993
3.353535 1.821251 12.019450
3.393939 1.843193 11.495995
3.434343 1.865136 10.956630
3.474747 1.887079 10.401354
3.515152 1.909022 9.830166
3.555556 1.930964 9.243067
3.595960 1.952907 8.640058
3.636364 1.974850 8.021137
3.676768 1.996793 7.386305
3.717172 2.018736 6.735562
3.757576 2.040678 6.068907
3.797980 2.062621 5.386342
3.838384 2.084564 4.687866
3.878788 2.106507 3.973478
3.919192 2.128449 3.243179
3.959596 2.150392 2.496969
4.000000 2.172335 1.734849
