# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.082031 0.576885
0.080808 0.164062 1.137846
0.121212 0.246093 1.682883
0.161616 0.328124 2.211996
0.202020 0.410155 2.725185
0.242424 0.492186 3.222451
0.282828 0.574216 3.703793
0.323232 0.656247 4.169210
0.363636 0.738278 4.618704
0.404040 0.820309 5.052274
0.444444 0.902340 5.469920
0.484848 0.984371 5.871643
0.525253 1.066402 6.257441
0.565657 1.148433 6.627316
0.606061 1.230464 6.981267
0.646465 1.312495 7.319294
0.686869 1.394526 7.641397
0.727273 1.476557 7.947576
0.767677 1.558588 8.237831
0.808081 1.640618 8.512163
0.848485 1.722649 8.770570
0.888889 1.804680 9.013054
0.929293 1.886711 9.239614
0.969697 1.968742 9.450250
1.010101 2.050773 9.644962
1.050505 2.132804 9.823750
1.090909 2.214835 9.986615
1.131313 2.296866 10.133555
1.171717 2.378897 10.264572
1.212121 2.460928 10.379665
1.252525 2.542959 10.478834
1.292929 2.624989 10.562079
1.333333 2.707020 10.629400
1.373737 2.789051 10.680798
1.414141 2.871082 10.716271
1.454545 2.953113 10.735821
1.494949 3.035144 10.739447
1.535354 3.117175 10.727149
1.575758 3.199206 10.698927
1.616162 3.281237 10.654781
1.656566 3.363268 10.594711
1.696970 3.445299 10.518718
1.737374 3.527330 10.426801
1.777778 3.609361 10.318959
1.818182 3.691391 10.195194
1.858586 3.773422 10.055505
1.898990 3.855453 9.899893
1.939394 3.937484 9.728356
1.979798 4.019515 9.540896
2.020202 4.101546 9.337511
2.060606 4.183577 9.118203
2.101010 4.265608 8.882971
2.141414 4.347639 8.631815
2.181818 4.429670 8.364735
2.222222 4.511701 8.081732
2.262626 4.593732 7.782804
2.303030 4.675763 7.467953
2.343434 4.757793 7.137177
2.383838 4.839824 6.790478
2.424242 4.921855 6.427855
2.464646 5.003886 6.049309
2.505051 5.085917 5.654838
2.545455 5.167948 5.244443
2.585859 5.249979 4.818125
2.626263 5.332010 4.375883
2.666667 5.414041 3.917717
2.707071 5.496072 3.443627
2.747475 5.578103 2.953613
2.787879 5.660134 2.447675
2.828283 5.742164 1.925814
2.868687 5.824195 1.388028
2.909091 5.906226 0.834319
2.949495 5.988257 0.264686
2.989899 6.070288 -0.320871
3.030303 6.152319 -0.922352
3.070707 6.234350 -1.539757
3.111111 6.316381 -2.173085
3.151515 6.398412 -2.822338
3.191919 6.480443 -3.487514
3.232323 6.562474 -4.168614
3.272727 6.644505 -4.865638
3.313131 6.726536 -5.578586
3.353535 6.808566 -6.307458
3.393939 6.890597 -7.052253
3.434343 6.972628 -7.812973
3.474747 7.054659 -8.589616
3.515152 7.136690 -9.382183
3.555556 7.218721 -10.190674
3.595960 7.300752 -11.015089
3.636364 7.382783 -11.855428
3.676768 7.464814 -12.711691
3.717172 7.546845 -13.583877
3.757576 7.628876 -14.471988
3.797980 7.710907 -15.376022
3.838384 7.792938 -16.295980
3.878788 7.874968 -17.231862
3.919192 7.956999 -18.183667
3.959596 8.039030 -19.151397
4.000000 8.121061 -20.135051
