# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.038264 0.598119
0.080808 0.076529 1.180395
0.121212 0.114793 1.746830
0.161616 0.153057 2.297423
0.202020 0.191321 2.832174
0.242424 0.229586 3.351083
0.282828 0.267850 3.854150
0.323232 0.306114 4.341375
0.363636 0.344379 4.812758
0.404040 0.382643 5.268299
0.444444 0.420907 5.707998
0.484848 0.459172 6.131855
0.525253 0.497436 6.539871
0.565657 0.535700 6.932044
0.606061 0.573964 7.308375
0.646465 0.612229 7.668864
0.686869 0.650493 8.013512
0.727273 0.688757 8.342317
0.767677 0.727022 8.655281
0.808081 0.765286 8.952402
0.848485 0.803550 9.233682
0.888889 0.841815 9.499120
0.929293 0.880079 9.748715
0.969697 0.918343 9.982469
1.010101 0.956607 10.200381
1.050505 0.994872 10.402451
1.090909 1.033136 10.588679
1.131313 1.071400 10.759065
1.171717 1.109665 10.913609
1.212121 1.147929 11.052311
1.252525 1.186193 11.175171
1.292929 1.224457 11.282189
1.333333 1.262722 11.373365
1.373737 1.300986 11.448699
1.414141 1.339250 11.508191
1.454545 1.377515 11.551842
1.494949 1.415779 11.579650
1.535354 1.454043 11.591616
1.575758 1.492308 11.587741
1.616162 1.530572 11.568023
1.656566 1.568836 11.532464
1.696970 1.607100 11.481062
1.737374 1.645365 11.413819
1.777778 1.683629 11.330734
1.818182 1.721893 11.231806
1.858586 1.760158 11.117037
1.898990 1.798422 10.986426
1.939394 1.836686 10.839973
1.979798 1.874951 10.677678
2.020202 1.913215 10.499541
2.060606 1.951479 10.305562
2.101010 1.989743 10.095741
2.141414 2.028008 9.870078
2.181818 2.066272 9.628573
2.222222 2.104536 9.371226
2.262626 2.142801 9.098037
2.303030 2.181065 8.809006
2.343434 2.219329 8.504134
2.383838 2.257593 8.183419
2.424242 2.295858 7.846862
2.464646 2.334122 7.494464
2.505051 2.372386 7.126223
2.545455 2.410651 6.742141
2.585859 2.448915 6.342216
2.626263 2.487179 5.926450
2.666667 2.525444 5.494842
2.707071 2.563708 5.047391
2.747475 2.601972 4.584099
2.787879 2.640236 4.104965
2.828283 2.678501 3.609989
2.868687 2.716765 3.099171
2.909091 2.755029 2.572511
2.949495 2.793294 2.030009
2.989899 2.831558 1.471665
3.030303 2.869822 0.897479
3.070707 2.908087 0.307451
3.111111 2.946351 -0.298419
3.151515 2.984615 -0.920131
3.191919 3.022879 -1.557684
3.232323 3.061144 -2.211080
3.272727 3.099408 -2.880318
3.313131 3.137672 -3.565397
3.353535 3.175937 -4.266319
3.393939 3.214201 -4.983082
3.434343 3.252465 -5.715688
3.474747 3.290729 -6.464135
3.515152 3.328994 -7.228425
3.555556 3.367258 -8.008556
3.595960 3.405522 -8.804529
3.636364 3.443787 -9.616344
3.676768 3.482051 -10.444002
3.717172 3.520315 -11.287501
3.757576 3.558580 -12.146842
3.797980 3.596844 -13.022025
3.838384 3.635108 -13.913050
3.878788 3.673372 -14.819917
3.919192 3.711637 -15.742626
3.959596 3.749901 -16.681177
4.000000 3.788165 -17.635569
