# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.064364 0.876184
0.080808 0.128727 1.736286
0.121212 0.193091 2.580306
0.161616 0.257454 3.408244
0.202020 0.321818 4.220100
0.242424 0.386182 5.015873
0.282828 0.450545 5.795565
0.323232 0.514909 6.559174
0.363636 0.579273 7.306701
0.404040 0.643636 8.038146
0.444444 0.708000 8.753509
0.484848 0.772363 9.452790
0.525253 0.836727 10.135989
0.565657 0.901091 10.803105
0.606061 0.965454 11.454140
0.646465 1.029818 12.089092
0.686869 1.094181 12.707962
0.727273 1.158545 13.310750
0.767677 1.222909 13.897456
0.808081 1.287272 14.468080
0.848485 1.351636 15.022621
0.888889 1.415999 15.561081
0.929293 1.480363 16.083458
0.969697 1.544727 16.589753
1.010101 1.609090 17.079967
1.050505 1.673454 17.554098
1.090909 1.737818 18.012146
1.131313 1.802181 18.454113
1.171717 1.866545 18.879998
1.212121 1.930908 19.289800
1.252525 1.995272 19.683521
1.292929 2.059636 20.061159
1.333333 2.123999 20.422715
1.373737 2.188363 20.768189
1.414141 2.252726 21.097581
1.454545 2.317090 21.410890
1.494949 2.381454 21.708118
1.535354 2.445817 21.989263
1.575758 2.510181 22.254327
1.616162 2.574544 22.503308
1.656566 2.638908 22.736207
1.696970 2.703272 22.953024
1.737374 2.767635 23.153759
1.777778 2.831999 23.338411
1.818182 2.896363 23.506982
1.858586 2.960726 23.659470
1.898990 3.025090 23.795876
1.939394 3.089453 23.916201
1.979798 3.153817 24.020443
2.020202 3.218181 24.108603
2.060606 3.282544 24.180680
2.101010 3.346908 24.236676
2.141414 3.411271 24.276589
2.181818 3.475635 24.300421
2.222222 3.539999 24.308170
2.262626 3.604362 24.299837
2.303030 3.668726 24.275422
2.343434 3.733090 24.234925
2.383838 3.797453 24.178346
2.424242 3.861817 24.105684
2.464646 3.926180 24.016941
2.505051 3.990544 23.912115
2.545455 4.054908 23.791207
2.585859 4.119271 23.654217
2.626263 4.183635 23.501145
2.666667 4.247998 23.331991
2.707071 4.312362 23.146755
2.747475 4.376726 22.945437
2.787879 4.441089 22.728036
2.828283 4.505453 22.494553
2.868687 4.569816 22.244988
2.909091 4.634180 21.979342
2.949495 4.698544 21.697612
2.989899 4.762907 21.399801
3.030303 4.827271 21.085908
3.070707 4.891635 20.755932
3.111111 4.955998 20.409875
3.151515 5.020362 20.047735
3.191919 5.084725 19.669513
3.232323 5.149089 19.275209
3.272727 5.213453 18.864823
3.313131 5.277816 18.438355
3.353535 5.342180 17.995805
3.393939 5.406543 17.537172
3.434343 5.470907 17.062457
3.474747 5.535271 16.571661
3.515152 5.599634 16.064782
3.555556 5.663998 15.541821
3.595960 5.728362 15.002778
3.636364 5.792725 14.447652
3.676768 5.857089 13.876445
3.717172 5.921452 13.289156
3.757576 5.985816 12.685784
3.797980 6.050180 12.066330
3.838384 6.114543 11.430794
3.878788 6.178907 10.779176
3.919192 6.243270 10.111476
3.959596 6.307634 9.427694
4.000000 6.371998 8.727829
