# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.107691 1.102187
0.080808 0.215382 2.188496
0.121212 0.323072 3.258930
0.161616 0.430763 4.313486
0.202020 0.538454 5.352166
0.242424 0.646145 6.374968
0.282828 0.753835 7.381894
0.323232 0.861526 8.372944
0.363636 0.969217 9.348116
0.404040 1.076908 10.307412
0.444444 1.184598 11.250831
0.484848 1.292289 12.178374
0.525253 1.399980 13.090039
0.565657 1.507671 13.985828
0.606061 1.615361 14.865740
0.646465 1.723052 15.729775
0.686869 1.830743 16.577934
0.727273 1.938434 17.410215
0.767677 2.046124 18.226620
0.808081 2.153815 19.027149
0.848485 2.261506 19.811800
0.888889 2.369197 20.580575
0.929293 2.476888 21.333473
0.969697 2.584578 22.070494
1.010101 2.692269 22.791639
1.050505 2.799960 23.496906
1.090909 2.907651 24.186297
1.131313 3.015341 24.859811
1.171717 3.123032 25.517449
1.212121 3.230723 26.159210
1.252525 3.338414 26.785094
1.292929 3.446104 27.395101
1.333333 3.553795 27.989231
1.373737 3.661486 28.567485
1.414141 3.769177 29.129862
1.454545 3.876867 29.676362
1.494949 3.984558 30.206985
1.535354 4.092249 30.721732
1.575758 4.199940 31.220602
1.616162 4.307630 31.703595
1.656566 4.415321 32.170711
1.696970 4.523012 32.621951
1.737374 4.630703 33.057314
1.777778 4.738394 33.476800
1.818182 4.846084 33.880409
1.858586 4.953775 34.268142
1.898990 5.061466 34.639998
1.939394 5.169157 34.995977
1.979798 5.276847 35.336079
2.020202 5.384538 35.660305
2.060606 5.492229 35.968653
2.101010 5.599920 36.261125
2.141414 5.707610 36.537721
2.181818 5.815301 36.798439
2.222222 5.922992 37.043281
2.262626 6.030683 37.272246
2.303030 6.138373 37.485334
2.343434 6.246064 37.682546
2.383838 6.353755 37.863881
2.424242 6.461446 38.029339
2.464646 6.569137 38.178920
2.505051 6.676827 38.312624
2.545455 6.784518 38.430452
2.585859 6.892209 38.532403
2.626263 6.999900 38.618477
2.666667 7.107590 38.688675
2.707071 7.215281 38.742996
2.747475 7.322972 38.781440
2.787879 7.430663 38.804007
2.828283 7.538353 38.810697
2.868687 7.646044 38.801511
2.909091 7.753735 38.776448
2.949495 7.861426 38.735508
2.989899 7.969116 38.678691
3.030303 8.076807 38.605998
3.070707 8.184498 38.517428
3.111111 8.292189 38.412981
3.151515 8.399879 38.292657
3.191919 8.507570 38.156457
3.232323 8.615261 38.004380
3.272727 8.722952 37.836426
3.313131 8.830643 37.652596
3.353535 8.938333 37.452888
3.393939 9.046024 37.237304
3.434343 9.153715 37.005843
3.474747 9.261406 36.758505
3.515152 9.369096 36.495291
3.555556 9.476787 36.216200
3.595960 9.584478 35.921232
3.636364 9.692169 35.610387
3.676768 9.799859 35.283666
3.717172 9.907550 34.941068
3.757576 10.015241 34.582593
3.797980 10.122932 34.208241
3.838384 10.230622 33.818013
3.878788 10.338313 33.411907
3.919192 10.446004 32.989925
3.959596 10.553695 32.552067
4.000000 10.661385 32.098331
