# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.070449 0.834031
0.080808 0.140898 1.652097
0.121212 0.211347 2.454198
0.161616 0.281795 3.240333
0.202020 0.352244 4.010502
0.242424 0.422693 4.764706
0.282828 0.493142 5.502945
0.323232 0.563591 6.225218
0.363636 0.634040 6.931526
0.404040 0.704489 7.621869
0.444444 0.774937 8.296246
0.484848 0.845386 8.954657
0.525253 0.915835 9.597103
0.565657 0.986284 10.223584
0.606061 1.056733 10.834099
0.646465 1.127182 11.428649
0.686869 1.197631 12.007233
0.727273 1.268079 12.569852
0.767677 1.338528 13.116506
0.808081 1.408977 13.647194
0.848485 1.479426 14.161917
0.888889 1.549875 14.660674
0.929293 1.620324 15.143466
0.969697 1.690773 15.610292
1.010101 1.761221 16.061153
1.050505 1.831670 16.496048
1.090909 1.902119 16.914978
1.131313 1.972568 17.317943
1.171717 2.043017 17.704942
1.212121 2.113466 18.075976
1.252525 2.183915 18.431044
1.292929 2.254363 18.770147
1.333333 2.324812 19.093285
1.373737 2.395261 19.400457
1.414141 2.465710 19.691663
1.454545 2.536159 19.966904
1.494949 2.606608 20.226180
1.535354 2.677057 20.469490
1.575758 2.747505 20.696835
1.616162 2.817954 20.908215
1.656566 2.888403 21.103629
1.696970 2.958852 21.283077
1.737374 3.029301 21.446560
1.777778 3.099750 21.594078
1.818182 3.170199 21.725630
1.858586 3.240647 21.841217
1.898990 3.311096 21.940839
1.939394 3.381545 22.024495
1.979798 3.451994 22.092185
2.020202 3.522443 22.143910
2.060606 3.592892 22.179670
2.101010 3.663341 22.199464
2.141414 3.733789 22.203293
2.181818 3.804238 22.191156
2.222222 3.874687 22.163054
2.262626 3.945136 22.118987
2.303030 4.015585 22.058954
2.343434 4.086034 21.982956
2.383838 4.156483 21.890992
2.424242 4.226931 21.783063
2.464646 4.297380 21.659168
2.505051 4.367829 21.519308
2.545455 4.438278 21.363482
2.585859 4.508727 21.191692
2.626263 4.579176 21.003935
2.666667 4.649625 20.800213
2.707071 4.720073 20.580526
2.747475 4.790522 20.344873
2.787879 4.860971 20.093255
2.828283 4.931420 19.825672
2.868687 5.001869 19.542123
2.909091 5.072318 19.242608
2.949495 5.142767 18.927129
2.989899 5.213215 18.595683
3.030303 5.283664 18.248273
3.070707 5.354113 17.884897
3.111111 5.424562 17.505555
3.151515 5.495011 17.110248
3.191919 5.565460 16.698976
3.232323 5.635909 16.271738
3.272727 5.706357 15.828534
3.313131 5.776806 15.369366
3.353535 5.847255 14.894232
3.393939 5.917704 14.403132
3.434343 5.988153 13.896067
3.474747 6.058602 13.373036
3.515152 6.129051 12.834041
3.555556 6.199499 12.279079
3.595960 6.269948 11.708153
3.636364 6.340397 11.121260
3.676768 6.410846 10.518403
3.717172 6.481295 9.899580
3.757576 6.551744 9.264791
3.797980 6.622193 8.614037
3.838384 6.692641 7.947318
3.878788 6.763090 7.264633
3.919192 6.833539 6.565983
3.959596 6.903988 5.851367
4.000000 6.974437 5.120786
