# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.011776 0.422456
0.080808 0.023552 0.828807
0.121212 0.035328 1.219053
0.161616 0.047104 1.593195
0.202020 0.058880 1.951232
0.242424 0.070656 2.293164
0.282828 0.082432 2.618991
0.323232 0.094208 2.928714
0.363636 0.105984 3.222331
0.404040 0.117760 3.499844
0.444444 0.129536 3.761252
0.484848 0.141312 4.006555
0.525253 0.153088 4.235754
0.565657 0.164864 4.448848
0.606061 0.176640 4.645836
0.646465 0.188416 4.826721
0.686869 0.200192 4.991500
0.727273 0.211968 5.140174
0.767677 0.223744 5.272744
0.808081 0.235520 5.389209
0.848485 0.247296 5.489569
0.888889 0.259072 5.573825
0.929293 0.270848 5.641975
0.969697 0.282624 5.694021
1.010101 0.294400 5.729962
1.050505 0.306176 5.749798
1.090909 0.317952 5.753530
1.131313 0.329728 5.741157
1.171717 0.341504 5.712678
1.212121 0.353280 5.668096
1.252525 0.365056 5.607408
1.292929 0.376832 5.530615
1.333333 0.388608 5.437718
1.373737 0.400384 5.328716
1.414141 0.412160 5.203609
1.454545 0.423936 5.062397
1.494949 0.435712 4.905081
1.535354 0.447488 4.731660
1.575758 0.459264 4.542134
1.616162 0.471040 4.336503
1.656566 0.482816 4.114767
1.696970 0.494592 3.876927
1.737374 0.506368 3.622982
1.777778 0.518144 3.352932
1.818182 0.529920 3.066777
1.858586 0.541696 2.764518
1.898990 0.553472 2.446153
1.939394 0.565248 2.111684
1.979798 0.577024 1.761110
2.020202 0.588801 1.394432
2.060606 0.600577 1.011648
2.101010 0.612353 0.612760
2.141414 0.624129 0.197767
2.181818 0.635905 -0.233331
2.222222 0.647681 -0.680534
2.262626 0.659457 -1.143841
2.303030 0.671233 -1.623253
2.343434 0.683009 -2.118770
2.383838 0.694785 -2.630392
2.424242 0.706561 -3.158119
2.464646 0.718337 -3.701950
2.505051 0.730113 -4.261886
2.545455 0.741889 -4.837927
2.585859 0.753665 -5.430073
2.626263 0.765441 -6.038323
2.666667 0.777217 -6.662679
2.707071 0.788993 -7.303139
2.747475 0.800769 -7.959704
2.787879 0.812545 -8.632373
2.828283 0.824321 -9.321148
2.868687 0.836097 -10.026027
2.909091 0.847873 -10.747011
2.949495 0.859649 -11.484100
2.989899 0.871425 -12.237293
3.030303 0.883201 -13.006592
3.070707 0.894977 -13.791995
3.111111 0.906753 -14.593503
3.151515 0.918529 -15.411116
3.191919 0.930305 -16.244833
3.232323 0.942081 -17.094656
3.272727 0.953857 -17.960583
3.313131 0.965633 -18.842615
3.353535 0.977409 -19.740751
3.393939 0.989185 -20.654993
3.434343 1.000961 -21.585339
3.474747 1.012737 -22.531790
3.515152 1.024513 -23.494346
3.555556 1.036289 -24.473007
3.595960 1.048065 -25.467772
3.636364 1.059841 -26.478642
3.676768 1.071617 -27.505617
3.717172 1.083393 -28.548697
3.757576 1.095169 -29.607882
3.797980 1.106945 -30.683171
3.838384 1.118721 -31.774565
3.878788 1.130497 -32.882064
3.919192 1.142273 -34.005668
3.959596 1.154049 -35.145377
4.000000 1.165825 -36.301190
