# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.075981 1.036118
0.080808 0.151963 2.056274
0.121212 0.227944 3.060468
0.161616 0.303926 4.048700
0.202020 0.379907 5.020971
0.242424 0.455889 5.977280
0.282828 0.531870 6.917627
0.323232 0.607852 7.842012
0.363636 0.683833 8.750436
0.404040 0.759815 9.642898
0.444444 0.835796 10.519398
0.484848 0.911777 11.379936
0.525253 0.987759 12.224513
0.565657 1.063740 13.053127
0.606061 1.139722 13.865780
0.646465 1.215703 14.662471
0.686869 1.291685 15.443201
0.727273 1.367666 16.207968
0.767677 1.443648 16.956774
0.808081 1.519629 17.689618
0.848485 1.595611 18.406501
0.888889 1.671592 19.107421
0.929293 1.747573 19.792380
0.969697 1.823555 20.461377
1.010101 1.899536 21.114412
1.050505 1.975518 21.751486
1.090909 2.051499 22.372598
1.131313 2.127481 22.977748
1.171717 2.203462 23.566936
1.212121 2.279444 24.140162
1.252525 2.355425 24.697427
1.292929 2.431407 25.238730
1.333333 2.507388 25.764071
1.373737 2.583369 26.273450
1.414141 2.659351 26.766868
1.454545 2.735332 27.244323
1.494949 2.811314 27.705817
1.535354 2.887295 28.151350
1.575758 2.963277 28.580920
1.616162 3.039258 28.994529
1.656566 3.115240 29.392176
1.696970 3.191221 29.773861
1.737374 3.267203 30.139584
1.777778 3.343184 30.489346
1.818182 3.419165 30.823146
1.858586 3.495147 31.140984
1.898990 3.571128 31.442860
1.939394 3.647110 31.728775
1.979798 3.723091 31.998728
2.020202 3.799073 32.252719
2.060606 3.875054 32.490748
2.101010 3.951036 32.712815
2.141414 4.027017 32.918921
2.181818 4.102999 33.109065
2.222222 4.178980 33.283247
2.262626 4.254961 33.441468
2.303030 4.330943 33.583726
2.343434 4.406924 33.710023
2.383838 4.482906 33.820358
2.424242 4.558887 33.914731
2.464646 4.634869 33.993143
2.505051 4.710850 34.055593
2.545455 4.786832 34.102081
2.585859 4.862813 34.132607
2.626263 4.938795 34.147171
2.666667 5.014776 34.145774
2.707071 5.090757 34.128415
2.747475 5.166739 34.095094
2.787879 5.242720 34.045812
2.828283 5.318702 33.980567
2.868687 5.394683 33.899361
2.909091 5.470665 33.802193
2.949495 5.546646 33.689063
2.989899 5.622628 33.559972
3.030303 5.698609 33.414919
3.070707 5.774591 33.253904
3.111111 5.850572 33.076927
3.151515 5.926554 32.883988
3.191919 6.002535 32.675088
3.232323 6.078516 32.450226
3.272727 6.154498 32.209402
3.313131 6.230479 31.952616
3.353535 6.306461 31.679869
3.393939 6.382442 31.391160
3.434343 6.458424 31.086489
3.474747 6.534405 30.765856
3.515152 6.610387 30.429262
3.555556 6.686368 30.076706
3.595960 6.762350 29.708188
3.636364 6.838331 29.323708
3.676768 6.914312 28.923266
3.717172 6.990294 28.506863
3.757576 7.066275 28.074498
3.797980 7.142257 27.626171
3.838384 7.218238 27.161882
3.878788 7.294220 26.681632
3.919192 7.370201 26.185420
3.959596 7.446183 25.673246
4.000000 7.522164 25.145110
