# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.106563 1.034729
0.080808 0.213127 2.053545
0.121212 0.319690 3.056448
0.161616 0.426253 4.043437
0.202020 0.532816 5.014514
0.242424 0.639380 5.969677
0.282828 0.745943 6.908927
0.323232 0.852506 7.832264
0.363636 0.959070 8.739688
0.404040 1.065633 9.631199
0.444444 1.172196 10.506797
0.484848 1.278759 11.366482
0.525253 1.385323 12.210253
0.565657 1.491886 13.038112
0.606061 1.598449 13.850057
0.646465 1.705013 14.646089
0.686869 1.811576 15.426208
0.727273 1.918139 16.190414
0.767677 2.024703 16.938707
0.808081 2.131266 17.671087
0.848485 2.237829 18.387553
0.888889 2.344392 19.088107
0.929293 2.450956 19.772747
0.969697 2.557519 20.441474
1.010101 2.664082 21.094288
1.050505 2.770646 21.731189
1.090909 2.877209 22.352177
1.131313 2.983772 22.957252
1.171717 3.090335 23.546413
1.212121 3.196899 24.119662
1.252525 3.303462 24.676997
1.292929 3.410025 25.218419
1.333333 3.516589 25.743928
1.373737 3.623152 26.253524
1.414141 3.729715 26.747207
1.454545 3.836278 27.224977
1.494949 3.942842 27.686834
1.535354 4.049405 28.132777
1.575758 4.155968 28.562807
1.616162 4.262532 28.976925
1.656566 4.369095 29.375129
1.696970 4.475658 29.757420
1.737374 4.582222 30.123798
1.777778 4.688785 30.474263
1.818182 4.795348 30.808814
1.858586 4.901911 31.127453
1.898990 5.008475 31.430178
1.939394 5.115038 31.716990
1.979798 5.221601 31.987890
2.020202 5.328165 32.242876
2.060606 5.434728 32.481949
2.101010 5.541291 32.705108
2.141414 5.647854 32.912355
2.181818 5.754418 33.103689
2.222222 5.860981 33.279109
2.262626 5.967544 33.438616
2.303030 6.074108 33.582211
2.343434 6.180671 33.709892
2.383838 6.287234 33.821660
2.424242 6.393797 33.917515
2.464646 6.500361 33.997456
2.505051 6.606924 34.061485
2.545455 6.713487 34.109600
2.585859 6.820051 34.141803
2.626263 6.926614 34.158092
2.666667 7.033177 34.158468
2.707071 7.139741 34.142931
2.747475 7.246304 34.111481
2.787879 7.352867 34.064118
2.828283 7.459430 34.000841
2.868687 7.565994 33.921652
2.909091 7.672557 33.826549
2.949495 7.779120 33.715533
2.989899 7.885684 33.588605
3.030303 7.992247 33.445763
3.070707 8.098810 33.287007
3.111111 8.205373 33.112339
3.151515 8.311937 32.921758
3.191919 8.418500 32.715263
3.232323 8.525063 32.492856
3.272727 8.631627 32.254535
3.313131 8.738190 32.000301
3.353535 8.844753 31.730154
3.393939 8.951316 31.444094
3.434343 9.057880 31.142121
3.474747 9.164443 30.824235
3.515152 9.271006 30.490435
3.555556 9.377570 30.140723
3.595960 9.484133 29.775097
3.636364 9.590696 29.393558
3.676768 9.697259 28.996107
3.717172 9.803823 28.582741
3.757576 9.910386 28.153463
3.797980 10.016949 27.708272
3.838384 10.123513 27.247168
3.878788 10.230076 26.770150
3.919192 10.336639 26.277219
3.959596 10.443203 25.768376
4.000000 10.549766 25.243619
