# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.034163 0.490304
0.080808 0.068327 0.964476
0.121212 0.102490 1.422516
0.161616 0.136653 1.864424
0.202020 0.170816 2.290200
0.242424 0.204980 2.699844
0.282828 0.239143 3.093355
0.323232 0.273306 3.470735
0.363636 0.307470 3.831982
0.404040 0.341633 4.177098
0.444444 0.375796 4.506081
0.484848 0.409960 4.818932
0.525253 0.444123 5.115651
0.565657 0.478286 5.396238
0.606061 0.512449 5.660693
0.646465 0.546613 5.909016
0.686869 0.580776 6.141206
0.727273 0.614939 6.357265
0.767677 0.649103 6.557191
0.808081 0.683266 6.740986
0.848485 0.717429 6.908648
0.888889 0.751592 7.060178
0.929293 0.785756 7.195576
0.969697 0.819919 7.314842
1.010101 0.854082 7.417976
1.050505 0.888246 7.504978
1.090909 0.922409 7.575848
1.131313 0.956572 7.630586
1.171717 0.990735 7.669191
1.212121 1.024899 7.691665
1.252525 1.059062 7.698006
1.292929 1.093225 7.688215
1.333333 1.127389 7.662292
1.373737 1.161552 7.620237
1.414141 1.195715 7.562050
1.454545 1.229879 7.487731
1.494949 1.264042 7.397280
1.535354 1.298205 7.290697
1.575758 1.332368 7.167981
1.616162 1.366532 7.029134
1.656566 1.400695 6.874154
1.696970 1.434858 6.703043
1.737374 1.469022 6.515799
1.777778 1.503185 6.312423
1.818182 1.537348 6.092915
1.858586 1.571511 5.857275
1.898990 1.605675 5.605503
1.939394 1.639838 5.337599
1.979798 1.674001 5.053562
2.020202 1.708165 4.753394
2.060606 1.742328 4.437094
2.101010 1.776491 4.104661
2.141414 1.810654 3.756096
2.181818 1.844818 3.391399
2.222222 1.878981 3.010571
2.262626 1.913144 2.613610
2.303030 1.947308 2.200517
2.343434 1.981471 1.771291
2.383838 2.015634 1.325934
2.424242 2.049798 0.864445
2.464646 2.083961 0.386823
2.505051 2.118124 -0.106930
2.545455 2.152287 -0.616816
2.585859 2.186451 -1.142834
2.626263 2.220614 -1.684983
2.666667 2.254777 -2.243265
2.707071 2.288941 -2.817679
2.747475 2.323104 -3.408225
2.787879 2.357267 -4.014904
2.828283 2.391430 -4.637714
2.868687 2.425594 -5.276656
2.909091 2.459757 -5.931731
2.949495 2.493920 -6.602937
2.989899 2.528084 -7.290276
3.030303 2.562247 -7.993747
3.070707 2.596410 -8.713349
3.111111 2.630574 -9.449084
3.151515 2.664737 -10.200951
3.191919 2.698900 -10.968951
3.232323 2.733063 -11.753082
3.272727 2.767227 -12.553345
3.313131 2.801390 -13.369741
3.353535 2.835553 -14.202268
3.393939 2.869717 -15.050928
3.434343 2.903880 -15.915719
3.474747 2.938043 -16.796643
3.515152 2.972206 -17.693699
3.555556 3.006370 -18.606887
3.595960 3.040533 -19.536207
3.636364 3.074696 -20.481659
3.676768 3.108860 -21.443243
3.717172 3.143023 -22.420960
3.757576 3.177186 -23.414808
3.797980 3.211349 -24.424789
3.838384 3.245513 -25.450901
3.878788 3.279676 -26.493146
3.919192 3.313839 -27.551523
3.959596 3.348003 -28.626032
4.000000 3.382166 -29.716673
