# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.038972 0.633145
0.080808 0.077944 1.250307
0.121212 0.116916 1.851486
0.161616 0.155888 2.436683
0.202020 0.194860 3.005896
0.242424 0.233832 3.559127
0.282828 0.272804 4.096374
0.323232 0.311776 4.617639
0.363636 0.350748 5.122920
0.404040 0.389720 5.612219
0.444444 0.428692 6.085535
0.484848 0.467664 6.542868
0.525253 0.506636 6.984218
0.565657 0.545608 7.409585
0.606061 0.584580 7.818969
0.646465 0.623552 8.212370
0.686869 0.662523 8.589789
0.727273 0.701495 8.951224
0.767677 0.740467 9.296677
0.808081 0.779439 9.626146
0.848485 0.818411 9.939633
0.888889 0.857383 10.237136
0.929293 0.896355 10.518657
0.969697 0.935327 10.784195
1.010101 0.974299 11.033750
1.050505 1.013271 11.267322
1.090909 1.052243 11.484911
1.131313 1.091215 11.686517
1.171717 1.130187 11.872140
1.212121 1.169159 12.041781
1.252525 1.208131 12.195438
1.292929 1.247103 12.333112
1.333333 1.286075 12.454804
1.373737 1.325047 12.560513
1.414141 1.364019 12.650238
1.454545 1.402991 12.723981
1.494949 1.441963 12.781741
1.535354 1.480935 12.823518
1.575758 1.519907 12.849312
1.616162 1.558879 12.859123
1.656566 1.597851 12.852951
1.696970 1.636823 12.830796
1.737374 1.675795 12.792658
1.777778 1.714767 12.738538
1.818182 1.753739 12.668434
1.858586 1.792711 12.582348
1.898990 1.831683 12.480278
1.939394 1.870655 12.362226
1.979798 1.909627 12.228191
2.020202 1.948598 12.078173
2.060606 1.987570 11.912172
2.101010 2.026542 11.730188
2.141414 2.065514 11.532221
2.181818 2.104486 11.318271
2.222222 2.143458 11.088338
2.262626 2.182430 10.842422
2.303030 2.221402 10.580524
2.343434 2.260374 10.302642
2.383838 2.299346 10.008778
2.424242 2.338318 9.698930
2.464646 2.377290 9.373100
2.505051 2.416262 9.031287
2.545455 2.455234 8.673490
2.585859 2.494206 8.299711
2.626263 2.533178 7.909949
2.666667 2.572150 7.504204
2.707071 2.611122 7.082477
2.747475 2.650094 6.644766
2.787879 2.689066 6.191072
2.828283 2.728038 5.721395
2.868687 2.767010 5.235736
2.909091 2.805982 4.734093
2.949495 2.844954 4.216468
2.989899 2.883926 3.682860
3.030303 2.922898 3.133268
3.070707 2.961870 2.567694
3.111111 3.000842 1.986137
3.151515 3.039814 1.388597
3.191919 3.078786 0.775074
3.232323 3.117758 0.145568
3.272727 3.156730 -0.499920
3.313131 3.195702 -1.161392
3.353535 3.234673 -1.838847
3.393939 3.273645 -2.532284
3.434343 3.312617 -3.241705
3.474747 3.351589 -3.967108
3.515152 3.390561 -4.708495
3.555556 3.429533 -5.465864
3.595960 3.468505 -6.239216
3.636364 3.507477 -7.028551
3.676768 3.546449 -7.833869
3.717172 3.585421 -8.655170
3.757576 3.624393 -9.492454
3.797980 3.663365 -10.345721
3.838384 3.702337 -11.214971
3.878788 3.741309 -12.100203
3.919192 3.780281 -13.001419
3.959596 3.819253 -13.918617
4.000000 3.858225 -14.851799
