# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.092434 0.829099
0.080808 0.184869 1.642066
0.121212 0.277303 2.438901
0.161616 0.369738 3.219604
0.202020 0.462172 3.984174
0.242424 0.554606 4.732614
0.282828 0.647041 5.464921
0.323232 0.739475 6.181096
0.363636 0.831910 6.881139
0.404040 0.924344 7.565050
0.444444 1.016778 8.232829
0.484848 1.109213 8.884476
0.525253 1.201647 9.519992
0.565657 1.294082 10.139375
0.606061 1.386516 10.742626
0.646465 1.478950 11.329746
0.686869 1.571385 11.900733
0.727273 1.663819 12.455589
0.767677 1.756254 12.994312
0.808081 1.848688 13.516904
0.848485 1.941122 14.023363
0.888889 2.033557 14.513691
0.929293 2.125991 14.987886
0.969697 2.218426 15.445950
1.010101 2.310860 15.887882
1.050505 2.403294 16.313682
1.090909 2.495729 16.723349
1.131313 2.588163 17.116885
1.171717 2.680597 17.494289
1.212121 2.773032 17.855561
1.252525 2.865466 18.200701
1.292929 2.957901 18.529709
1.333333 3.050335 18.842585
1.373737 3.142769 19.139329
1.414141 3.235204 19.419941
1.454545 3.327638 19.684421
1.494949 3.420073 19.932769
1.535354 3.512507 20.164986
1.575758 3.604941 20.381070
1.616162 3.697376 20.581022
1.656566 3.789810 20.764842
1.696970 3.882245 20.932531
1.737374 3.974679 21.084087
1.777778 4.067113 21.219512
1.818182 4.159548 21.338804
1.858586 4.251982 21.441965
1.898990 4.344417 21.528993
1.939394 4.436851 21.599890
1.979798 4.529285 21.654654
2.020202 4.621720 21.693287
2.060606 4.714154 21.715788
2.101010 4.806589 21.722156
2.141414 4.899023 21.712393
2.181818 4.991457 21.686498
2.222222 5.083892 21.644471
2.262626 5.176326 21.586312
2.303030 5.268761 21.512021
2.343434 5.361195 21.421598
2.383838 5.453629 21.315043
2.424242 5.546064 21.192356
2.464646 5.638498 21.053537
2.505051 5.730933 20.898586
2.545455 5.823367 20.727503
2.585859 5.915801 20.540288
2.626263 6.008236 20.336941
2.666667 6.100670 20.117463
2.707071 6.193105 19.881852
2.747475 6.285539 19.630109
2.787879 6.377973 19.362235
2.828283 6.470408 19.078228
2.868687 6.562842 18.778089
2.909091 6.655277 18.461819
2.949495 6.747711 18.129416
2.989899 6.840145 17.780882
3.030303 6.932580 17.416216
3.070707 7.025014 17.035417
3.111111 7.117449 16.638487
3.151515 7.209883 16.225425
3.191919 7.302317 15.796230
3.232323 7.394752 15.350904
3.272727 7.487186 14.889446
3.313131 7.579620 14.411856
3.353535 7.672055 13.918134
3.393939 7.764489 13.408280
3.434343 7.856924 12.882293
3.474747 7.949358 12.340175
3.515152 8.041792 11.781926
3.555556 8.134227 11.207544
3.595960 8.226661 10.617030
3.636364 8.319096 10.010384
3.676768 8.411530 9.387606
3.717172 8.503964 8.748696
3.757576 8.596399 8.093655
3.797980 8.688833 7.422481
3.838384 8.781268 6.735175
3.878788 8.873702 6.031738
3.919192 8.966136 5.312168
3.959596 9.058571 4.576466
4.000000 9.151005 3.824633
