# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.062076 1.014179
0.080808 0.124151 2.012255
0.121212 0.186227 2.994227
0.161616 0.248303 3.960095
0.202020 0.310379 4.909859
0.242424 0.372454 5.843520
0.282828 0.434530 6.761077
0.323232 0.496606 7.662530
0.363636 0.558682 8.547880
0.404040 0.620757 9.417125
0.444444 0.682833 10.270267
0.484848 0.744909 11.107306
0.525253 0.806985 11.928240
0.565657 0.869060 12.733071
0.606061 0.931136 13.521798
0.646465 0.993212 14.294422
0.686869 1.055288 15.050941
0.727273 1.117363 15.791357
0.767677 1.179439 16.515669
0.808081 1.241515 17.223878
0.848485 1.303591 17.915983
0.888889 1.365666 18.591984
0.929293 1.427742 19.251881
0.969697 1.489818 19.895675
1.010101 1.551893 20.523364
1.050505 1.613969 21.134951
1.090909 1.676045 21.730433
1.131313 1.738121 22.309812
1.171717 1.800196 22.873087
1.212121 1.862272 23.420258
1.252525 1.924348 23.951325
1.292929 1.986424 24.466289
1.333333 2.048499 24.965149
1.373737 2.110575 25.447906
1.414141 2.172651 25.914558
1.454545 2.234727 26.365107
1.494949 2.296802 26.799552
1.535354 2.358878 27.217894
1.575758 2.420954 27.620131
1.616162 2.483030 28.006265
1.656566 2.545105 28.376295
1.696970 2.607181 28.730222
1.737374 2.669257 29.068045
1.777778 2.731333 29.389764
1.818182 2.793408 29.695379
1.858586 2.855484 29.984891
1.898990 2.917560 30.258299
1.939394 2.979635 30.515603
1.979798 3.041711 30.756803
2.020202 3.103787 30.981900
2.060606 3.165863 31.190893
2.101010 3.227938 31.383782
2.141414 3.290014 31.560568
2.181818 3.352090 31.721250
2.222222 3.414166 31.865828
2.262626 3.476241 31.994302
2.303030 3.538317 32.106673
2.343434 3.600393 32.202939
2.383838 3.662469 32.283103
2.424242 3.724544 32.347162
2.464646 3.786620 32.395118
2.505051 3.848696 32.426970
2.545455 3.910772 32.442718
2.585859 3.972847 32.442363
2.626263 4.034923 32.425903
2.666667 4.096999 32.393340
2.707071 4.159074 32.344674
2.747475 4.221150 32.279903
2.787879 4.283226 32.199029
2.828283 4.345302 32.102052
2.868687 4.407377 31.988970
2.909091 4.469453 31.859785
2.949495 4.531529 31.714496
2.989899 4.593605 31.553103
3.030303 4.655680 31.375606
3.070707 4.717756 31.182006
3.111111 4.779832 30.972302
3.151515 4.841908 30.746495
3.191919 4.903983 30.504583
3.232323 4.966059 30.246568
3.272727 5.028135 29.972450
3.313131 5.090211 29.682227
3.353535 5.152286 29.375901
3.393939 5.214362 29.053471
3.434343 5.276438 28.714937
3.474747 5.338514 28.360300
3.515152 5.400589 27.989558
3.555556 5.462665 27.602713
3.595960 5.524741 27.199765
3.636364 5.586816 26.780713
3.676768 5.648892 26.345556
3.717172 5.710968 25.894297
3.757576 5.773044 25.426933
3.797980 5.835119 24.943466
3.838384 5.897195 24.443895
3.878788 5.959271 23.928220
3.919192 6.021347 23.396442
3.959596 6.083422 22.848560
4.000000 6.145498 22.284574
