# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.059504 1.150276
0.080808 0.119008 2.284537
0.121212 0.178512 3.402783
0.161616 0.238016 4.505015
0.202020 0.297520 5.591232
0.242424 0.357024 6.661434
0.282828 0.416528 7.715622
0.323232 0.476031 8.753794
0.363636 0.535535 9.775952
0.404040 0.595039 10.782095
0.444444 0.654543 11.772224
0.484848 0.714047 12.746338
0.525253 0.773551 13.704437
0.565657 0.833055 14.646521
0.606061 0.892559 15.572590
0.646465 0.952063 16.482645
0.686869 1.011567 17.376685
0.727273 1.071071 18.254711
0.767677 1.130575 19.116721
0.808081 1.190079 19.962717
0.848485 1.249583 20.792698
0.888889 1.309086 21.606664
0.929293 1.368590 22.404616
0.969697 1.428094 23.186553
1.010101 1.487598 23.952475
1.050505 1.547102 24.702382
1.090909 1.606606 25.436275
1.131313 1.666110 26.154153
1.171717 1.725614 26.856016
1.212121 1.785118 27.541864
1.252525 1.844622 28.211698
1.292929 1.904126 28.865517
1.333333 1.963630 29.503321
1.373737 2.023134 30.125111
1.414141 2.082638 30.730885
1.454545 2.142141 31.320645
1.494949 2.201645 31.894391
1.535354 2.261149 32.452121
1.575758 2.320653 32.993837
1.616162 2.380157 33.519538
1.656566 2.439661 34.029224
1.696970 2.499165 34.522896
1.737374 2.558669 35.000553
1.777778 2.618173 35.462195
1.818182 2.677677 35.907822
1.858586 2.737181 36.337435
1.898990 2.796685 36.751032
1.939394 2.856189 37.148615
1.979798 2.915693 37.530184
2.020202 2.975196 37.895737
2.060606 3.034700 38.245276
2.101010 3.094204 38.578801
2.141414 3.153708 38.896310
2.181818 3.213212 39.197805
2.222222 3.272716 39.483285
2.262626 3.332220 39.752750
2.303030 3.391724 40.006200
2.343434 3.451228 40.243636
2.383838 3.510732 40.465057
2.424242 3.570236 40.670463
2.464646 3.629740 40.859855
2.505051 3.689244 41.033231
2.545455 3.748748 41.190593
2.585859 3.808251 41.331941
2.626263 3.867755 41.457273
2.666667 3.927259 41.566591
2.707071 3.986763 41.659894
2.747475 4.046267 41.737182
2.787879 4.105771 41.798456
2.828283 4.165275 41.843715
2.868687 4.224779 41.872959
2.909091 4.284283 41.886188
2.949495 4.343787 41.883403
2.989899 4.403291 41.864603
3.030303 4.462795 41.829788
3.070707 4.522299 41.778958
3.111111 4.581803 41.712114
3.151515 4.641307 41.629255
3.191919 4.700810 41.530381
3.232323 4.760314 41.415492
3.272727 4.819818 41.284589
3.313131 4.879322 41.137671
3.353535 4.938826 40.974738
3.393939 4.998330 40.795791
3.434343 5.057834 40.600829
3.474747 5.117338 40.389852
3.515152 5.176842 40.162860
3.555556 5.236346 39.919853
3.595960 5.295850 39.660832
3.636364 5.355354 39.385796
3.676768 5.414858 39.094745
3.717172 5.474362 38.787680
3.757576 5.533865 38.464600
3.797980 5.593369 38.125505
3.838384 5.652873 37.770395
3.878788 5.712377 37.399271
3.919192 5.771881 37.012132
3.959596 5.831385 36.608978
4.000000 5.890889 36.189809
