# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.012066 0.780567
0.080808 0.024132 1.545257
0.121212 0.036198 2.294068
0.161616 0.048264 3.027002
0.202020 0.060329 3.744057
0.242424 0.072395 4.445234
0.282828 0.084461 5.130534
0.323232 0.096527 5.799955
0.363636 0.108593 6.453498
0.404040 0.120659 7.091164
0.444444 0.132725 7.712951
0.484848 0.144791 8.318860
0.525253 0.156856 8.908892
0.565657 0.168922 9.483045
0.606061 0.180988 10.041320
0.646465 0.193054 10.583718
0.686869 0.205120 11.110237
0.727273 0.217186 11.620878
0.767677 0.229252 12.115642
0.808081 0.241318 12.594527
0.848485 0.253384 13.057534
0.888889 0.265449 13.504663
0.929293 0.277515 13.935914
0.969697 0.289581 14.351288
1.010101 0.301647 14.750783
1.050505 0.313713 15.134400
1.090909 0.325779 15.502139
1.131313 0.337845 15.854001
1.171717 0.349911 16.189984
1.212121 0.361976 16.510089
1.252525 0.374042 16.814316
1.292929 0.386108 17.102665
1.333333 0.398174 17.375136
1.373737 0.410240 17.631729
1.414141 0.422306 17.872445
1.454545 0.434372 18.097282
1.494949 0.446438 18.306241
1.535354 0.458504 18.499322
1.575758 0.470569 18.676525
1.616162 0.482635 18.837850
1.656566 0.494701 18.983297
1.696970 0.506767 19.112866
1.737374 0.518833 19.226557
1.777778 0.530899 19.324370
1.818182 0.542965 19.406305
1.858586 0.555031 19.472362
1.898990 0.567096 19.522541
1.939394 0.579162 19.556842
1.979798 0.591228 19.575265
2.020202 0.603294 19.577810
2.060606 0.615360 19.564477
2.101010 0.627426 19.535266
2.141414 0.639492 19.490177
2.181818 0.651558 19.429210
2.222222 0.663623 19.352365
2.262626 0.675689 19.259642
2.303030 0.687755 19.151041
2.343434 0.699821 19.026562
2.383838 0.711887 18.886205
2.424242 0.723953 18.729970
2.464646 0.736019 18.557857
2.505051 0.748085 18.369866
2.545455 0.760151 18.165997
2.585859 0.772216 17.946250
2.626263 0.784282 17.710624
2.666667 0.796348 17.459121
2.707071 0.808414 17.191740
2.747475 0.820480 16.908481
2.787879 0.832546 16.609344
2.828283 0.844612 16.294329
2.868687 0.856678 15.963435
2.909091 0.868743 15.616664
2.949495 0.880809 15.254015
2.989899 0.892875 14.875488
3.030303 0.904941 14.481083
3.070707 0.917007 14.070799
3.111111 0.929073 13.644638
3.151515 0.941139 13.202599
3.191919 0.953205 12.744682
3.232323 0.965271 12.270886
3.272727 0.977336 11.781213
3.313131 0.989402 11.275662
3.353535 1.001468 10.754233
3.393939 1.013534 10.216925
3.434343 1.025600 9.663740
3.474747 1.037666 9.094677
3.515152 1.049732 8.509735
3.555556 1.061798 7.908916
3.595960 1.073863 7.292219
3.636364 1.085929 6.659643
3.676768 1.097995 6.011190
3.717172 1.110061 5.346859
3.757576 1.122127 4.666649
3.797980 1.134193 3.970562
3.838384 1.146259 3.258596
3.878788 1.158325 2.530753
3.919192 1.170391 1.787032
3.959596 1.182456 1.027432
4.000000 1.194522 0.251955
