# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.030929 0.640980
0.080808 0.061857 1.266088
0.121212 0.092786 1.875322
0.161616 0.123715 2.468683
0.202020 0.154643 3.046171
0.242424 0.185572 3.607787
0.282828 0.216501 4.153529
0.323232 0.247429 4.683398
0.363636 0.278358 5.197395
0.404040 0.309287 5.695518
0.444444 0.340215 6.177769
0.484848 0.371144 6.644146
0.525253 0.402072 7.094650
0.565657 0.433001 7.529282
0.606061 0.463930 7.948040
0.646465 0.494858 8.350926
0.686869 0.525787 8.737938
0.727273 0.556716 9.109078
0.767677 0.587644 9.464344
0.808081 0.618573 9.803738
0.848485 0.649502 10.127258
0.888889 0.680430 10.434906
0.929293 0.711359 10.726680
0.969697 0.742288 11.002582
1.010101 0.773216 11.262610
1.050505 0.804145 11.506766
1.090909 0.835074 11.735048
1.131313 0.866002 11.947458
1.171717 0.896931 12.143994
1.212121 0.927860 12.324658
1.252525 0.958788 12.489449
1.292929 0.989717 12.638366
1.333333 1.020646 12.771411
1.373737 1.051574 12.888583
1.414141 1.082503 12.989881
1.454545 1.113431 13.075307
1.494949 1.144360 13.144860
1.535354 1.175289 13.198539
1.575758 1.206217 13.236346
1.616162 1.237146 13.258280
1.656566 1.268075 13.264341
1.696970 1.299003 13.254528
1.737374 1.329932 13.228843
1.777778 1.360861 13.187285
1.818182 1.391789 13.129854
1.858586 1.422718 13.056549
1.898990 1.453647 12.967372
1.939394 1.484575 12.862322
1.979798 1.515504 12.741399
2.020202 1.546433 12.604603
2.060606 1.577361 12.451934
2.101010 1.608290 12.283391
2.141414 1.639219 12.098976
2.181818 1.670147 11.898688
2.222222 1.701076 11.682527
2.262626 1.732005 11.450493
2.303030 1.762933 11.202586
2.343434 1.793862 10.938806
2.383838 1.824790 10.659153
2.424242 1.855719 10.363627
2.464646 1.886648 10.052228
2.505051 1.917576 9.724956
2.545455 1.948505 9.381811
2.585859 1.979434 9.022793
2.626263 2.010362 8.647902
2.666667 2.041291 8.257138
2.707071 2.072220 7.850501
2.747475 2.103148 7.427991
2.787879 2.134077 6.989608
2.828283 2.165006 6.535352
2.868687 2.195934 6.065223
2.909091 2.226863 5.579221
2.949495 2.257792 5.077346
2.989899 2.288720 4.559599
3.030303 2.319649 4.025978
3.070707 2.350578 3.476484
3.111111 2.381506 2.911117
3.151515 2.412435 2.329877
3.191919 2.443364 1.732764
3.232323 2.474292 1.119779
3.272727 2.505221 0.490920
3.313131 2.536149 -0.153812
3.353535 2.567078 -0.814417
3.393939 2.598007 -1.490895
3.434343 2.628935 -2.183245
3.474747 2.659864 -2.891469
3.515152 2.690793 -3.615566
3.555556 2.721721 -4.355535
3.595960 2.752650 -5.111378
3.636364 2.783579 -5.883094
3.676768 2.814507 -6.670682
3.717172 2.845436 -7.474144
3.757576 2.876365 -8.293479
3.797980 2.907293 -9.128686
3.838384 2.938222 -9.979767
3.878788 2.969151 -10.846721
3.919192 3.000079 -11.729547
3.959596 3.031008 -12.628247
4.000000 3.061937 -13.542819
