# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.020659 0.808013
0.080808 0.041317 1.600157
0.121212 0.061976 2.376431
0.161616 0.082634 3.136837
0.202020 0.103293 3.881373
0.242424 0.123951 4.610040
0.282828 0.144610 5.322838
0.323232 0.165268 6.019766
0.363636 0.185927 6.700825
0.404040 0.206585 7.366015
0.444444 0.227244 8.015336
0.484848 0.247902 8.648788
0.525253 0.268561 9.266370
0.565657 0.289219 9.868084
0.606061 0.309878 10.453928
0.646465 0.330537 11.023902
0.686869 0.351195 11.578008
0.727273 0.371854 12.116244
0.767677 0.392512 12.638611
0.808081 0.413171 13.145109
0.848485 0.433829 13.635738
0.888889 0.454488 14.110497
0.929293 0.475146 14.569387
0.969697 0.495805 15.012409
1.010101 0.516463 15.439560
1.050505 0.537122 15.850843
1.090909 0.557780 16.246256
1.131313 0.578439 16.625800
1.171717 0.599098 16.989475
1.212121 0.619756 17.337281
1.252525 0.640415 17.669218
1.292929 0.661073 17.985285
1.333333 0.681732 18.285483
1.373737 0.702390 18.569812
1.414141 0.723049 18.838271
1.454545 0.743707 19.090862
1.494949 0.764366 19.327583
1.535354 0.785024 19.548435
1.575758 0.805683 19.753418
1.616162 0.826341 19.942531
1.656566 0.847000 20.115776
1.696970 0.867658 20.273151
1.737374 0.888317 20.414657
1.777778 0.908976 20.540293
1.818182 0.929634 20.650061
1.858586 0.950293 20.743959
1.898990 0.970951 20.821988
1.939394 0.991610 20.884148
1.979798 1.012268 20.930438
2.020202 1.032927 20.960860
2.060606 1.053585 20.975412
2.101010 1.074244 20.974095
2.141414 1.094902 20.956908
2.181818 1.115561 20.923853
2.222222 1.136219 20.874928
2.262626 1.156878 20.810134
2.303030 1.177536 20.729471
2.343434 1.198195 20.632939
2.383838 1.218854 20.520537
2.424242 1.239512 20.392266
2.464646 1.260171 20.248126
2.505051 1.280829 20.088117
2.545455 1.301488 19.912239
2.585859 1.322146 19.720491
2.626263 1.342805 19.512874
2.666667 1.363463 19.289388
2.707071 1.384122 19.050033
2.747475 1.404780 18.794808
2.787879 1.425439 18.523714
2.828283 1.446097 18.236751
2.868687 1.466756 17.933919
2.909091 1.487415 17.615218
2.949495 1.508073 17.280647
2.989899 1.528732 16.930207
3.030303 1.549390 16.563898
3.070707 1.570049 16.181720
3.111111 1.590707 15.783672
3.151515 1.611366 15.369755
3.191919 1.632024 14.939970
3.232323 1.652683 14.494314
3.272727 1.673341 14.032790
3.313131 1.694000 13.555396
3.353535 1.714658 13.062134
3.393939 1.735317 12.553002
3.434343 1.755975 12.028000
3.474747 1.776634 11.487130
3.515152 1.797293 10.930390
3.555556 1.817951 10.357781
3.595960 1.838610 9.769303
3.636364 1.859268 9.164956
3.676768 1.879927 8.544739
3.717172 1.900585 7.908653
3.757576 1.921244 7.256698
3.797980 1.941902 6.588874
3.838384 1.962561 5.905181
3.878788 1.983219 5.205618
3.919192 2.003878 4.490186
3.959596 2.024536 3.758885
4.000000 2.045195 3.011715
