# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.103375 0.869866
0.080808 0.206749 1.723668
0.121212 0.310124 2.561403
0.161616 0.413499 3.383074
0.202020 0.516873 4.188679
0.242424 0.620248 4.978219
0.282828 0.723623 5.751693
0.323232 0.826997 6.509102
0.363636 0.930372 7.250446
0.404040 1.033746 7.975724
0.444444 1.137121 8.684937
0.484848 1.240496 9.378085
0.525253 1.343870 10.055168
0.565657 1.447245 10.716185
0.606061 1.550620 11.361136
0.646465 1.653994 11.990023
0.686869 1.757369 12.602844
0.727273 1.860744 13.199600
0.767677 1.964118 13.780290
0.808081 2.067493 14.344915
0.848485 2.170868 14.893475
0.888889 2.274242 15.425969
0.929293 2.377617 15.942398
0.969697 2.480991 16.442762
1.010101 2.584366 16.927060
1.050505 2.687741 17.395293
1.090909 2.791115 17.847461
1.131313 2.894490 18.283563
1.171717 2.997865 18.703601
1.212121 3.101239 19.107572
1.252525 3.204614 19.495479
1.292929 3.307989 19.867320
1.333333 3.411363 20.223095
1.373737 3.514738 20.562806
1.414141 3.618113 20.886451
1.454545 3.721487 21.194030
1.494949 3.824862 21.485545
1.535354 3.928236 21.760994
1.575758 4.031611 22.020377
1.616162 4.134986 22.263696
1.656566 4.238360 22.490949
1.696970 4.341735 22.702136
1.737374 4.445110 22.897259
1.777778 4.548484 23.076316
1.818182 4.651859 23.239307
1.858586 4.755234 23.386234
1.898990 4.858608 23.517095
1.939394 4.961983 23.631890
1.979798 5.065358 23.730621
2.020202 5.168732 23.813286
2.060606 5.272107 23.879885
2.101010 5.375481 23.930419
2.141414 5.478856 23.964888
2.181818 5.582231 23.983292
2.222222 5.685605 23.985630
2.262626 5.788980 23.971903
2.303030 5.892355 23.942111
2.343434 5.995729 23.896253
2.383838 6.099104 23.834330
2.424242 6.202479 23.756342
2.464646 6.305853 23.662288
2.505051 6.409228 23.552169
2.545455 6.512603 23.425984
2.585859 6.615977 23.283735
2.626263 6.719352 23.125420
2.666667 6.822727 22.951039
2.707071 6.926101 22.760594
2.747475 7.029476 22.554082
2.787879 7.132850 22.331506
2.828283 7.236225 22.092864
2.868687 7.339600 21.838157
2.909091 7.442974 21.567385
2.949495 7.546349 21.280547
2.989899 7.649724 20.977644
3.030303 7.753098 20.658675
3.070707 7.856473 20.323642
3.111111 7.959848 19.972542
3.151515 8.063222 19.605378
3.191919 8.166597 19.222148
3.232323 8.269972 18.822853
3.272727 8.373346 18.407493
3.313131 8.476721 17.976067
3.353535 8.580095 17.528576
3.393939 8.683470 17.065019
3.434343 8.786845 16.585397
3.474747 8.890219 16.089710
3.515152 8.993594 15.577958
3.555556 9.096969 15.050140
3.595960 9.200343 14.506257
3.636364 9.303718 13.946308
3.676768 9.407093 13.370295
3.717172 9.510467 12.778215
3.757576 9.613842 12.170071
3.797980 9.717217 11.545861
3.838384 9.820591 10.905586
3.878788 9.923966 10.249245
3.919192 10.027340 9.576840
3.959596 10.130715 8.888368
4.000000 10.234090 8.183832
