# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.068845 0.985590
0.080808 0.137689 1.954992
0.121212 0.206534 2.908205
0.161616 0.275379 3.845231
0.202020 0.344223 4.766068
0.242424 0.413068 5.670718
0.282828 0.481913 6.559179
0.323232 0.550757 7.431452
0.363636 0.619602 8.287538
0.404040 0.688446 9.127435
0.444444 0.757291 9.951144
0.484848 0.826136 10.758665
0.525253 0.894980 11.549998
0.565657 0.963825 12.325143
0.606061 1.032670 13.084099
0.646465 1.101514 13.826868
0.686869 1.170359 14.553449
0.727273 1.239204 15.263841
0.767677 1.308048 15.958046
0.808081 1.376893 16.636062
0.848485 1.445738 17.297890
0.888889 1.514582 17.943530
0.929293 1.583427 18.572983
0.969697 1.652272 19.186247
1.010101 1.721116 19.783323
1.050505 1.789961 20.364211
1.090909 1.858805 20.928910
1.131313 1.927650 21.477422
1.171717 1.996495 22.009746
1.212121 2.065339 22.525881
1.252525 2.134184 23.025829
1.292929 2.203029 23.509588
1.333333 2.271873 23.977160
1.373737 2.340718 24.428543
1.414141 2.409563 24.863738
1.454545 2.478407 25.282745
1.494949 2.547252 25.685564
1.535354 2.616097 26.072195
1.575758 2.684941 26.442638
1.616162 2.753786 26.796893
1.656566 2.822631 27.134960
1.696970 2.891475 27.456839
1.737374 2.960320 27.762529
1.777778 3.029165 28.052032
1.818182 3.098009 28.325346
1.858586 3.166854 28.582473
1.898990 3.235698 28.823411
1.939394 3.304543 29.048161
1.979798 3.373388 29.256723
2.020202 3.442232 29.449097
2.060606 3.511077 29.625283
2.101010 3.579922 29.785281
2.141414 3.648766 29.929091
2.181818 3.717611 30.056713
2.222222 3.786456 30.168146
2.262626 3.855300 30.263392
2.303030 3.924145 30.342450
2.343434 3.992990 30.405319
2.383838 4.061834 30.452000
2.424242 4.130679 30.482494
2.464646 4.199524 30.496799
2.505051 4.268368 30.494916
2.545455 4.337213 30.476845
2.585859 4.406057 30.442586
2.626263 4.474902 30.392139
2.666667 4.543747 30.325504
2.707071 4.612591 30.242681
2.747475 4.681436 30.143669
2.787879 4.750281 30.028470
2.828283 4.819125 29.897082
2.868687 4.887970 29.749507
2.909091 4.956815 29.585743
2.949495 5.025659 29.405791
2.989899 5.094504 29.209652
3.030303 5.163349 28.997324
3.070707 5.232193 28.768808
3.111111 5.301038 28.524104
3.151515 5.369883 28.263212
3.191919 5.438727 27.986132
3.232323 5.507572 27.692863
3.272727 5.576416 27.383407
3.313131 5.645261 27.057763
3.353535 5.714106 26.715930
3.393939 5.782950 26.357910
3.434343 5.851795 25.983701
3.474747 5.920640 25.593304
3.515152 5.989484 25.186720
3.555556 6.058329 24.763947
3.595960 6.127174 24.324986
3.636364 6.196018 23.869837
3.676768 6.264863 23.398500
3.717172 6.333708 22.910975
3.757576 6.402552 22.407261
3.797980 6.471397 21.887360
3.838384 6.540242 21.351271
3.878788 6.609086 20.798993
3.919192 6.677931 20.230528
3.959596 6.746775 19.645874
4.000000 6.815620 19.045032
