# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.014886 0.481991
0.080808 0.029772 0.947916
0.121212 0.044658 1.397776
0.161616 0.059544 1.831571
0.202020 0.074430 2.249300
0.242424 0.089316 2.650964
0.282828 0.104202 3.036563
0.323232 0.119088 3.406096
0.363636 0.133974 3.759564
0.404040 0.148860 4.096967
0.444444 0.163746 4.418304
0.484848 0.178632 4.723576
0.525253 0.193518 5.012783
0.565657 0.208404 5.285924
0.606061 0.223290 5.543000
0.646465 0.238176 5.784011
0.686869 0.253062 6.008956
0.727273 0.267948 6.217836
0.767677 0.282834 6.410651
0.808081 0.297720 6.587400
0.848485 0.312606 6.748084
0.888889 0.327492 6.892703
0.929293 0.342378 7.021256
0.969697 0.357264 7.133744
1.010101 0.372149 7.230167
1.050505 0.387035 7.310524
1.090909 0.401921 7.374816
1.131313 0.416807 7.423043
1.171717 0.431693 7.455204
1.212121 0.446579 7.471300
1.252525 0.461465 7.471331
1.292929 0.476351 7.455296
1.333333 0.491237 7.423196
1.373737 0.506123 7.375031
1.414141 0.521009 7.310800
1.454545 0.535895 7.230504
1.494949 0.550781 7.134142
1.535354 0.565667 7.021716
1.575758 0.580553 6.893224
1.616162 0.595439 6.748666
1.656566 0.610325 6.588043
1.696970 0.625211 6.411355
1.737374 0.640097 6.218602
1.777778 0.654983 6.009783
1.818182 0.669869 5.784899
1.858586 0.684755 5.543950
1.898990 0.699641 5.286935
1.939394 0.714527 5.013855
1.979798 0.729413 4.724709
2.020202 0.744299 4.419499
2.060606 0.759185 4.098223
2.101010 0.774071 3.760881
2.141414 0.788957 3.407474
2.181818 0.803843 3.038002
2.222222 0.818729 2.652465
2.262626 0.833615 2.250862
2.303030 0.848501 1.833194
2.343434 0.863387 1.399460
2.383838 0.878273 0.949662
2.424242 0.893159 0.483797
2.464646 0.908045 0.001868
2.505051 0.922931 -0.496127
2.545455 0.937817 -1.010187
2.585859 0.952703 -1.540312
2.626263 0.967589 -2.086503
2.666667 0.982475 -2.648759
2.707071 0.997361 -3.227081
2.747475 1.012247 -3.821468
2.787879 1.027133 -4.431920
2.828283 1.042019 -5.058437
2.868687 1.056905 -5.701020
2.909091 1.071791 -6.359668
2.949495 1.086677 -7.034382
2.989899 1.101562 -7.725161
3.030303 1.116448 -8.432005
3.070707 1.131334 -9.154914
3.111111 1.146220 -9.893889
3.151515 1.161106 -10.648930
3.191919 1.175992 -11.420035
3.232323 1.190878 -12.207206
3.272727 1.205764 -13.010442
3.313131 1.220650 -13.829744
3.353535 1.235536 -14.665111
3.393939 1.250422 -15.516543
3.434343 1.265308 -16.384040
3.474747 1.280194 -17.267603
3.515152 1.295080 -18.167231
3.555556 1.309966 -19.082925
3.595960 1.324852 -20.014684
3.636364 1.339738 -20.962508
3.676768 1.354624 -21.926398
3.717172 1.369510 -22.906352
3.757576 1.384396 -23.902373
3.797980 1.399282 -24.914458
3.838384 1.414168 -25.942609
3.878788 1.429054 -26.986825
3.919192 1.443940 -28.047107
3.959596 1.458826 -29.123454
4.000000 1.473712 -30.215866
