# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.017962 0.866074
0.080808 0.035924 1.716190
0.121212 0.053887 2.550347
0.161616 0.071849 3.368546
0.202020 0.089811 4.170785
0.242424 0.107773 4.957066
0.282828 0.125736 5.727388
0.323232 0.143698 6.481751
0.363636 0.161660 7.220156
0.404040 0.179622 7.942601
0.444444 0.197585 8.649088
0.484848 0.215547 9.339617
0.525253 0.233509 10.014186
0.565657 0.251471 10.672797
0.606061 0.269434 11.315449
0.646465 0.287396 11.942143
0.686869 0.305358 12.552877
0.727273 0.323320 13.147653
0.767677 0.341283 13.726470
0.808081 0.359245 14.289328
0.848485 0.377207 14.836228
0.888889 0.395169 15.367169
0.929293 0.413132 15.882151
0.969697 0.431094 16.381174
1.010101 0.449056 16.864239
1.050505 0.467018 17.331345
1.090909 0.484980 17.782492
1.131313 0.502943 18.217680
1.171717 0.520905 18.636910
1.212121 0.538867 19.040181
1.252525 0.556829 19.427493
1.292929 0.574792 19.798847
1.333333 0.592754 20.154241
1.373737 0.610716 20.493677
1.414141 0.628678 20.817154
1.454545 0.646641 21.124673
1.494949 0.664603 21.416233
1.535354 0.682565 21.691834
1.575758 0.700527 21.951476
1.616162 0.718490 22.195159
1.656566 0.736452 22.422884
1.696970 0.754414 22.634650
1.737374 0.772376 22.830457
1.777778 0.790339 23.010306
1.818182 0.808301 23.174195
1.858586 0.826263 23.322126
1.898990 0.844225 23.454099
1.939394 0.862187 23.570112
1.979798 0.880150 23.670167
2.020202 0.898112 23.754263
2.060606 0.916074 23.822400
2.101010 0.934036 23.874579
2.141414 0.951999 23.910798
2.181818 0.969961 23.931060
2.222222 0.987923 23.935362
2.262626 1.005885 23.923705
2.303030 1.023848 23.896090
2.343434 1.041810 23.852516
2.383838 1.059772 23.792984
2.424242 1.077734 23.717492
2.464646 1.095697 23.626042
2.505051 1.113659 23.518633
2.545455 1.131621 23.395265
2.585859 1.149583 23.255939
2.626263 1.167546 23.100654
2.666667 1.185508 22.929410
2.707071 1.203470 22.742207
2.747475 1.221432 22.539046
2.787879 1.239395 22.319926
2.828283 1.257357 22.084847
2.868687 1.275319 21.833809
2.909091 1.293281 21.566813
2.949495 1.311243 21.283858
2.989899 1.329206 20.984944
3.030303 1.347168 20.670072
3.070707 1.365130 20.339240
3.111111 1.383092 19.992450
3.151515 1.401055 19.629701
3.191919 1.419017 19.250994
3.232323 1.436979 18.856327
3.272727 1.454941 18.445702
3.313131 1.472904 18.019119
3.353535 1.490866 17.576576
3.393939 1.508828 17.118075
3.434343 1.526790 16.643615
3.474747 1.544753 16.153196
3.515152 1.562715 15.646818
3.555556 1.580677 15.124482
3.595960 1.598639 14.586187
3.636364 1.616602 14.031933
3.676768 1.634564 13.461721
3.717172 1.652526 12.875550
3.757576 1.670488 12.273420
3.797980 1.688450 11.655331
3.838384 1.706413 11.021284
3.878788 1.724375 10.371277
3.919192 1.742337 9.705312
3.959596 1.760299 9.023389
4.000000 1.778262 8.325506
