# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.076776 0.828379
0.080808 0.153553 1.640788
0.121212 0.230329 2.437226
0.161616 0.307106 3.217694
0.202020 0.383882 3.982190
0.242424 0.460659 4.730716
0.282828 0.537435 5.463272
0.323232 0.614212 6.179857
0.363636 0.690988 6.880471
0.404040 0.767765 7.565114
0.444444 0.844541 8.233787
0.484848 0.921318 8.886489
0.525253 0.998094 9.523221
0.565657 1.074871 10.143982
0.606061 1.151647 10.748772
0.646465 1.228424 11.337591
0.686869 1.305200 11.910440
0.727273 1.381977 12.467318
0.767677 1.458753 13.008226
0.808081 1.535530 13.533163
0.848485 1.612306 14.042129
0.888889 1.689083 14.535124
0.929293 1.765859 15.012149
0.969697 1.842636 15.473204
1.010101 1.919412 15.918287
1.050505 1.996189 16.347400
1.090909 2.072965 16.760542
1.131313 2.149742 17.157714
1.171717 2.226518 17.538915
1.212121 2.303295 17.904145
1.252525 2.380071 18.253405
1.292929 2.456848 18.586694
1.333333 2.533624 18.904012
1.373737 2.610401 19.205360
1.414141 2.687177 19.490737
1.454545 2.763954 19.760143
1.494949 2.840730 20.013579
1.535354 2.917507 20.251044
1.575758 2.994283 20.472538
1.616162 3.071060 20.678062
1.656566 3.147836 20.867615
1.696970 3.224613 21.041197
1.737374 3.301389 21.198809
1.777778 3.378166 21.340450
1.818182 3.454942 21.466120
1.858586 3.531719 21.575820
1.898990 3.608495 21.669549
1.939394 3.685272 21.747307
1.979798 3.762048 21.809095
2.020202 3.838825 21.854912
2.060606 3.915601 21.884759
2.101010 3.992378 21.898635
2.141414 4.069154 21.896540
2.181818 4.145930 21.878474
2.222222 4.222707 21.844438
2.262626 4.299483 21.794431
2.303030 4.376260 21.728454
2.343434 4.453036 21.646505
2.383838 4.529813 21.548587
2.424242 4.606589 21.434697
2.464646 4.683366 21.304837
2.505051 4.760142 21.159006
2.545455 4.836919 20.997205
2.585859 4.913695 20.819432
2.626263 4.990472 20.625690
2.666667 5.067248 20.415976
2.707071 5.144025 20.190292
2.747475 5.220801 19.948637
2.787879 5.297578 19.691012
2.828283 5.374354 19.417416
2.868687 5.451131 19.127849
2.909091 5.527907 18.822312
2.949495 5.604684 18.500804
2.989899 5.681460 18.163325
3.030303 5.758237 17.809875
3.070707 5.835013 17.440455
3.111111 5.911790 17.055065
3.151515 5.988566 16.653703
3.191919 6.065343 16.236371
3.232323 6.142119 15.803069
3.272727 6.218896 15.353795
3.313131 6.295672 14.888551
3.353535 6.372449 14.407337
3.393939 6.449225 13.910151
3.434343 6.526002 13.396995
3.474747 6.602778 12.867869
3.515152 6.679555 12.322771
3.555556 6.756331 11.761703
3.595960 6.833108 11.184665
3.636364 6.909884 10.591656
3.676768 6.986661 9.982676
3.717172 7.063437 9.357725
3.757576 7.140214 8.716804
3.797980 7.216990 8.059912
3.838384 7.293767 7.387049
3.878788 7.370543 6.698216
3.919192 7.447320 5.993412
3.959596 7.524096 5.272638
4.000000 7.600873 4.535892
